ClinicalTrials.gov Sites Count,reached_phase_3_plus,Protocol/Trial ID,Countries Count,ClinicalTrials.gov Location Country,Trial.ID,Countries,Reported Sites,Trial Region,Identified Sites,Trial Phase
1,0,E0302-J064-003 NCT03885882 TrialTroveID-345883,1.0,New Zealand,345883,New Zealand,1.0,Australia/Oceania,1.0,I
,1,ChiCTR1800016626 TrialTroveID-326456,1.0,,326456,China,1.0,Asia,1.0,Iv
,1,ChiCTR2300071719 TrialTroveID-470911,1.0,,470911,China,1.0,Asia,1.0,Iv
,0,TrialTroveID-315916,1.0,,315916,China,1.0,Asia,2.0,Ii
1,1,Baycrest.Ebixa.FTD-001 Lundbeck 11627A NCT00594737,1.0,Canada,238709,Canada,,Americas; North America,,Iii
9,1,NAM-53:memantineplacebo NCT00545974 TrialTroveID-238316,1.0,United States,238316,United States,9.0,Americas; North America,10.0,Iv
1,0,BRD 05/1-E NCT00200538,1.0,France,235151,France,,Europe; Western Europe,,Ii
13,0,NCT02118727 TAME TAME-ALS TAME-ALS FD003937-01 TrialTroveID-207406,1.0,United States,207406,United States,13.0,Americas; North America,24.0,Ii
,0,EudraCT Number: 2005-004329-24 MEM-ALS/05 TrialTroveID-109620,1.0,,109620,Italy,2.0,Europe; Western Europe,1.0,Ii
1,0,Memantine in ALS NCT01020331 TAME TrialTroveID-079841,1.0,United States,79841,United States,1.0,Americas; North America,1.0,Ii
2,0,1204 EB2006ALS NCT00409721 TrialTroveID-078838,1.0,Canada,78838,Canada,2.0,Americas; North America,2.0,Ii
1,1,002-04 MEDALS NCT00353665 TrialTroveID-078800,1.0,Portugal,78800,Portugal,1.0,Europe; Western Europe,2.0,Ii/Iii
22,1,AC18082 EudraCT Number: 2019-000099-41 MND-SMART NCT04302870 TrialTroveID-360994,1.0,United Kingdom,360994,United Kingdom,22.0,Europe; Western Europe,16.0,Ii/Iii
,1,TrialTroveID-277187,1.0,,277187,Poland,,Eastern Europe; Europe,3.0,Iv
,0,ChiCTR1800017734 TrialTroveID-330370,1.0,,330370,China,1.0,Asia,2.0,Iii
,0,TrialTroveID-260001,1.0,,260001,Poland,,Eastern Europe; Europe,2.0,Iii
1,0,NCT04220021 OCR20620 TrialTroveID-364983 UF2019-001,1.0,United States,364983,United States,1.0,Americas; North America,1.0,Ii
,0,TrialTroveID-339228,,,339228,,,(N/A),,Ii
,0,EudraCT Number: 2005-005915-13 TrialTroveID-313456 TRx-014-002,1.0,,313456,United Kingdom,,Europe; Western Europe,,Ii
10,0,Mexiletine-2 MX-ALS-002 NCT02781454 TrialTroveID-279460,1.0,United States,279460,United States,10.0,Americas; North America,19.0,Ii
10,0,43708-A MX-ALS-001 NCT01849770 TrialTroveID-186024,1.0,United States,186024,United States,10.0,Americas; North America,17.0,Ii
6,1,378164 NCT01811355 TrialTroveID-183284,1.0,United States,183284,United States,6.0,Americas; North America,12.0,Iv
,0,TrialTroveID-154059 UMIN000006423,1.0,,154059,Japan,,Asia,1.0,Ii
1 2,0,03-EI-0011 030011 NCT00316498 TrialTroveID-236246,2.0,United Kingdom United States,236246,United Kingdom; United States,3.0,Americas; Europe; North America; Western Europe,,I
1,1,200802043M NCT01760564 TrialTroveID-229819,1.0,Taiwan,229819,"Taiwan, China",1.0,Asia,1.0,Iii
,0,TrialTroveID-121809,1.0,,121809,Canada,,Americas; North America,1.0,Other
,1,EMINALS ISRCTN72727460 TrialTroveID-079881,3.0,,79881,Belgium; France; United Kingdom,,Europe; Western Europe,1.0,Iii
30,1,NCT00047723 R01NS45294 TrialTroveID-079057,1.0,United States,79057,United States,30.0,Americas; North America,15.0,Iii
,0,TrialTroveID-078907,1.0,,78907,Italy,1.0,Europe; Western Europe,2.0,Ii
,0,TrialTroveID-102300,,,102300,,,(N/A),,I
1,1,IRB5178 NCT00614926 TrialTroveID-080449,1.0,United States,80449,United States,1.0,Americas; North America,4.0,Iv
,0,TrialTroveID-079830,1.0,,79830,United States,,Americas; North America,3.0,Ii
2,0,MON-2023-001 NCT06177431 TrialTroveID-496830,1.0,Australia,496830,Australia,2.0,Australia/Oceania,2.0,I
2,0,MON-2021-001 NCT04894240 TrialTroveID-385362,1.0,Australia,385362,Australia,2.0,Australia/Oceania,2.0,Iii
,1,TrialTroveID-220888,1.0,,220888,Japan,,Asia,3.0,Iv
,0,TrialTroveID-128316,1.0,,128316,Germany,,Europe; Western Europe,1.0,Ii
3 17,0,MP-101-01 NCT03044249 TrialTroveID-281496,2.0,Canada United States,281496,Canada; United States,20.0,Americas; North America,19.0,Ii
,0,MRG24ALS NCT06315608 TrialTroveID-508439,,,508439,,,(N/A),,Ii
1,0,2022342 NCT04557410 TrialTroveID-384923,1.0,United States,384923,United States,1.0,Americas; North America,1.0,I
,0,TrialTroveID-121794,1.0,,121794,Italy,,Europe; Western Europe,3.0,Ii
,0,CTR20240913 TrialTroveID-513758 YYAA1-BLZ-24008,1.0,,513758,China,1.0,Asia,1.0,I
7,0,AgiNab Nabilone-FTD NCT05742698 TrialTroveID-460012,1.0,Canada,460012,Canada,8.0,Americas; North America,8.0,Ii
4,1,CANALS EudraCT Number: 2010-022808-40 NCT01776970 TrialTroveID-181182,1.0,Italy,181182,Italy,4.0,Europe; Western Europe,5.0,Ii/Iii
,1,TrialTroveID-294461,1.0,,294461,Turkey,,Europe; Western Europe,2.0,Iv
,0,ChiCTR2400083114 CTR20240243 SRKL-ALS-Ⅱ-2023 TrialTroveID-502302,1.0,,502302,China,18.0,Asia,18.0,Ii
,0,ChiCTR2300077387 TrialTroveID-491734,1.0,,491734,China,1.0,Asia,1.0,I
,1,ChiCTR2300068650 TrialTroveID-460826,1.0,,460826,China,3.0,Asia,3.0,Iv
,0,CTRI/2022/12/047965 TrialTroveID-451102,1.0,,451102,India,1.0,Asia,1.0,Ii
1,0,032-2017 NCT05031351 NIALS TrialTroveID-412810,1.0,Canada,412810,Canada,1.0,Americas; North America,1.0,Ii
1,0,CTR20202518 D2020076 NCT04950933 TrialTroveID-397296 Z-HLSJ-GR-2020-KCYY-01,1.0,China,397296,China,10.0,Asia,10.0,Ii
,1,ChiCTR2000037353 TrialTroveID-383507,1.0,,383507,China,1.0,Asia,1.0,Iv
,0,CTR20192373 CTR20200929 TrialTroveID-379874 Z-HLSJ-GR-2019-KCYY-01,1.0,,379874,China,1.0,Asia,2.0,Ii
1,0,0015-14-CMC ALS-PHL NCT02588807 TrialTroveID-266962,1.0,Israel,266962,Israel,1.0,Western Asia/Middle East,1.0,I
,0,ChiCTR-IOR-14005674 TrialTroveID-255509,1.0,,255509,China,,Asia,1.0,Ii
1,0,NCT00753571 PUTH-1 TrialTroveID-097484,1.0,China,97484,China,1.0,Asia,1.0,Ii
,0,TrialTroveID-080362,1.0,,80362,United States,,Americas; North America,2.0,Ii
,0,ACTRN12623000476639 CL-4746-23-01 TrialTroveID-471337,1.0,,471337,Australia,1.0,Australia/Oceania,2.0,I
,1,TrialTroveID-148984,1.0,,148984,United States,,Americas; North America,,Ii/Iii
,1,HX-A-2023027 NATURAL NCT06391645,,,514860,,,,,Ii/Iii
,0,TrialTroveID-373815,1.0,,373815,United States,,Americas; Europe; North America,,Ii
1,0,2017-A00416-47 C16-87 ECOCAPTURE NCT03272230,1.0,France,308450,France,1.0,Europe; Western Europe,,Other
1,0,CHR12-09098 NCT01835665 TrialTroveID-245133,1.0,United States,245133,United States,1.0,Americas; North America,4.0,I
1,0,D2020109 NCT04950647 TrialTroveID-408143,1.0,China,408143,China,1.0,Asia,1.0,Ii
1,0,23-011476 NCT06392126,1.0,United States,514876,United States,1.0,Americas; North America,,Iii
,0,TrialTroveID-355173,1.0,,355173,United States,,Americas; North America,,I
,0,TrialTroveID-254932,1.0,,254932,United States,,Americas; North America,,I
1,0,A18-305 NCT04115384 TrialTroveID-358557,1.0,United States,358557,United States,1.0,Americas; North America,1.0,Ii
,0,TrialTroveID-264899,,,264899,,,Europe,,Ii
,1,TrialTroveID-260821,1.0,,260821,United States,,Americas; North America,,Iii
1 21,0,20160522 NCT02794857 NP001-10-003 TrialTroveID-176786,2.0,Canada United States,176786,Canada; United States,22.0,Americas; North America,24.0,Ii
17,0,NCT01281631 NP001-10-002 TrialTroveID-141255,1.0,United States,141255,United States,17.0,Americas; North America,22.0,Ii
3,0,NCT01091142 NP001 Single Dose - ALS TrialTroveID-124600,1.0,United States,124600,United States,3.0,Americas; North America,3.0,I
,0,TrialTroveID-432126,,,432126,,,(N/A),,I
,0,TrialTroveID-365379,,,365379,,,(N/A),,I
1,0,NCT03954600 NPT520-34-001 TrialTroveID-349330,1.0,United States,349330,United States,1.0,Americas; North America,1.0,I
1,0,NCT05143463 NS101_P1_01 TrialTroveID-419841,1.0,Canada,419841,Canada,1.0,Americas; North America,1.0,I
,1,TrialTroveID-371996,1.0,,371996,United States,,Americas; North America,,Iii
,0,TrialTroveID-254064,1.0,,254064,United States,,Americas; North America,,Ii
3,0,NCT01730716 NS2012-3 TrialTroveID-180626,1.0,United States,180626,United States,3.0,Americas; North America,9.0,Ii
,0,TrialTroveID-168164,1.0,,168164,Mexico,,Americas; North America,1.0,Iii
1,0,NCT01348451 NS2008-1 Study No.: 00020318 TrialTroveID-102165,2.0,United States,102165,Italy; United States,1.0,Americas; Europe; North America; Western Europe,11.0,I
1,1,0120-293/2019/8/1 NCT04825119 TrialTroveID-400683,1.0,Slovenia,400683,Slovenia,1.0,Eastern Europe; Europe,1.0,Iv
,1,LIPCAL-ALS II 1.1 NCT06280079 TrialTroveID-506213,1.0,,506213,Germany,23.0,Europe; Western Europe,23.0,Iv
13,0,2009-P-001132 MDA136152 NCT00983983 TrialTroveID-116123,1.0,United States,116123,United States,13.0,Americas; North America,19.0,Ii
,1,LIPCAL-ALS study TrialTroveID-365911,2.0,,365911,France; Germany,12.0,Europe; Western Europe,19.0,Iv
1,0,AXO-CLI-210c-03 EUCT number: 2023-508895-13-00 NCT06365216 SEALS TrialtroveID-512705,1.0,France,512705,France,1.0,Europe; Western Europe,1.0,Ii
1,1,NCT00876772 OLN-ALS01 TrialTroveID-106947,1.0,Germany,106947,Germany,1.0,Europe; Western Europe,2.0,Ii/Iii
1 7 4 1 2,1,DeNDRoN 035ext EudraCT Number: 2010-021179-10 NCT01285583 TrialTroveID-141399 TRO19622 CL E Q 1425-1 TRO19622 OLE TRO19622CLEQ1425 UKCRN ID: 10407 WN29852,5.0,Belgium France Germany Spain United Kingdom,141399,Belgium; France; Germany; Spain; United Kingdom,15.0,Europe; Western Europe,18.0,Ii/Iii
,0,TrialTroveID-122013,1.0,,122013,France,,Europe; Western Europe,3.0,I
1 7 4 1 2,1,DeNDRoN 035 DeNDRoN 035 (Trophos CL E Q 1015-1) EudraCT Number: 2008-007320-25 MITOTARGET MREC N° : 09/H0706/47 NCT00868166 TrialTroveID-080568 TRO19622 CL E Q 1015-1 Trophos CL E Q 1015-1 UKCRN ID: 6706 WN29853,6.0,Belgium France Germany Spain United Kingdom,80568,Belgium; France; Germany; Netherlands; Spain; United Kingdom,15.0,Europe; Western Europe,23.0,Ii/Iii
,0,TrialTroveID-080017,1.0,,80017,France,,Europe; Western Europe,,I
1,0,NCT00410566 SPHINGO00605 TrialTroveID-237122,1.0,United States,237122,United States,1.0,Americas; North America,4.0,I
1 1 1 1 1 1 1 1 1,0,CTCH346A2211 NCT00072709 TCH346A2211 TrialTroveID-079099,10.0,Belgium Canada France Germany Italy Netherlands Switzerland United Kingdom United States,79099,Belgium; Canada; France; Germany; Ireland; Italy; Netherlands; Switzerland; United Kingdom; United States,42.0,Americas; Europe; North America; Western Europe,13.0,Ii
1,0,CTCH346A2211E1 EudraCT Number: 2004-002855-15 NCT00230074 TCH346A2211E1 TrialTroveID-078690,10.0,United States,78690,Belgium; Canada; France; Germany; Ireland; Italy; Netherlands; Switzerland; United Kingdom; United States,42.0,Americas; Europe; North America; Western Europe,,Ii
13,0,2010.607/11 ALS-TOX NCT01551940 TrialTroveID-163934,2.0,France,163934,France; United States,13.0,Americas; Europe; North America; Western Europe,17.0,Ii
,1,TrialTroveID-152703,1.0,,152703,Spain,,Europe; Western Europe,2.0,Iv
,1,TrialTroveID-140851,1.0,,140851,Denmark,,Europe; Western Europe,2.0,Iv
,1,TrialTroveID-079862,1.0,,79862,United States,,Americas; North America,2.0,Iv
,1,132998 EudraCT Number: 2007-003017-14 TrialTroveID-169479,1.0,,169479,Sweden,2.0,Europe; Western Europe,6.0,Iv
,0,EudraCT Number: 2004-002912-27 ONO-2506PO E011 TrialTroveID-336561,8.0,,336561,Belgium; France; Germany; Ireland; Italy; Netherlands; Spain; United Kingdom,,Europe; Western Europe,,Ii
2 6 8 3 2 1 3,0,EudraCT Number: 2007-004723-37 NCT00694941 ONO-2506POE015 TrialTroveID-091503,7.0,Belgium France Germany Italy Netherlands Switzerland United Kingdom,91503,Belgium; France; Germany; Italy; Netherlands; Switzerland; United Kingdom,25.0,Europe; Western Europe,27.0,Ii
,0,2506PO/EU0106 N0059122206 TrialTroveID-079013,2.0,,79013,Germany; United Kingdom,,Europe; Western Europe,11.0,Ii
1 2 6 8 3 2 1 3,0,EudraCT Number: 2006-002660-26 NCT00403104 NL15677.041.06 ONO-2506POE014 SIRONA TrialTroveID-078967,8.0,Austria Belgium France Germany Italy Netherlands Switzerland United Kingdom,78967,Austria; Belgium; France; Germany; Italy; Netherlands; Switzerland; United Kingdom,26.0,Europe; Western Europe,29.0,Ii
,0,TrialTroveID-279278 UMIN000022050,1.0,,279278,Japan,2.0,Asia,2.0,Ii
,0,JPRN-UMIN000007062 TrialTroveID-149387 UMIN000007062,1.0,,149387,Japan,,Asia,5.0,I
,1,ACTRN12618001807246 TrialTroveID-336701 U1111-1218-4356,1.0,,336701,Australia,1.0,Australia/Oceania,1.0,Iii
1,0,FTDOXY13EF IEMO NCT01937013 R-13-270 TrialTroveID-231106,1.0,Canada,231106,Canada,1.0,Americas; North America,4.0,Ii
6 5,0,FOXY FTDOXY17EF NCT03260920 TrialTroveID-307719,2.0,Canada United States,307719,Canada; United States,11.0,Americas; North America,14.0,Ii
,0,EudraCT Number: 2018-000143-12 ORBIS-DE-UNIBO001 TrialTroveID-473607,1.0,,473607,Italy,3.0,Europe; Western Europe,1.0,Ii
1,0,17783 FTDOXY10EF NCT01386333 R-11-232 TrialTroveID-226952,1.0,Canada,226952,Canada,1.0,Americas; North America,6.0,I
2 1 5 5 6 2 3 3 1 3 4,0,112 264 112264 DeNDRoN 083 GSK EudraCT Number: 2012-003349-13 JapicCTI-132047 NCT01753076 NL42366.041.12 NOG112264 TrialTroveID-159001 UKCRN ID: 12921,11.0,"Australia Belgium Canada France Germany Italy Japan Korea, Republic Of Netherlands United Kingdom United States",159001,Australia; Belgium; Canada; France; Germany; Italy; Japan; Netherlands; South Korea; United Kingdom; United States,34.0,Americas; Asia; Australia/Oceania; Europe; North America; Western Europe,45.0,Ii
1 1 4 6,0,111330 DeNDRoN 036 EudraCT Number: 2008-005040-16 FTIH NOG111330 MREC N°: 09/H0804/1 NCT00875446 NOG111330 NOGO-A NOGO111330 TrialTroveID-106808 UKCRN ID: 6600,4.0,France Italy United Kingdom United States,106808,France; Italy; United Kingdom; United States,12.0,Americas; Europe; North America; Western Europe,28.0,Iii
2 2 1 1 2,0,EudraCT Number: 2020-004499-17 FTD-GRN NCT04747431 PBFT02-001 TrialTroveID-374688 upliFT-D,6.0,Brazil Canada Italy Portugal United States,374688,Brazil; Canada; Italy; Portugal; United Kingdom; United States,8.0,Americas; Europe; North America; South America; Western Europe,11.0,Iii
1,0,LCKY2016-58 NCT03085706,1.0,China,298030,China,,Asia,,(N/A)
2,0,NCT04489017 PEA-FTD SPE.107 TrialTroveID-380926,1.0,Italy,380926,Italy,2.0,Europe; Western Europe,4.0,Ii
5 2 2 6 5 1 4 12 1 3 3 3 3 10,0,APL2-ALS-206 EudraCT Number: 2019-003797-10 jRCT2031230170 MERIDIAN NCT04579666 NL74696.041.20 TrialTroveID-386281,17.0,Australia Belgium Czechia France Germany Ireland Italy Japan Netherlands Poland Spain Ukraine United Kingdom United States,386281,Argentina; Australia; Belgium; Brazil; Canada; Czech Republic; France; Germany; Ireland; Italy; Japan; Netherlands; Poland; Spain; Ukraine; United Kingdom; United States,60.0,Americas; Asia; Australia/Oceania; Eastern Europe; Europe; North America; South America; Western Europe,65.0,Ii
,0,N0059115937 TrialTroveID-079170,4.0,,79170,Belgium; France; Germany; United Kingdom,4.0,Europe; Western Europe,7.0,Ii
1,0,IM.JS.03 NCT03377309 TrialTroveID-314973,1.0,Lebanon,314973,Lebanon,1.0,Western Asia/Middle East,3.0,Ii
,0,TrialTroveID-297732 UMIN000026221,1.0,,297732,Japan,1.0,Asia,1.0,I
1,1,Eisai-01 NCT03020797 TrialTroveID-294165,1.0,United States,294165,United States,1.0,Americas; North America,1.0,Iv
12,0,A2016-J000-001 NCT03019419 TrialTroveID-294056 UMIN000025614,1.0,Japan,294056,Japan,12.0,Asia,20.0,Ii
1,0,17-002396 NCT03793868 TrialTroveID-340225,1.0,United States,340225,United States,1.0,Americas; North America,1.0,I
,0,202208170 NCT05725759 TrialTroveID-459178,1.0,,459178,United States,1.0,Americas; North America,1.0,Ii
1,1,212028 NCT05357612 TrialTroveID-431238,1.0,United States,431238,United States,1.0,Americas; North America,1.0,Iv
6 4 7 5 5 13 4 13 10 3 13 21,1,ACP-103-046 EudraCT Number: 2017-003536-36 NCT03575052 PMC 3069-2 Study 046 TrialTroveID-327273,14.0,Bulgaria Colombia Czechia Georgia Mexico Poland Romania Russian Federation Serbia South Africa Ukraine United States,327273,Argentina; Bulgaria; Colombia; Czech Republic; Georgia; Hungary; Mexico; Poland; Romania; Russia; Serbia; South Africa; Ukraine; United States,104.0,Africa; Americas; Eastern Europe; Europe; North America; South America; Western Asia/Middle East,121.0,Iii
1 3 4 2 1 5 8 8 5 5 10 4 27,1,ACP-103-045 EudraCT Number: 2017-002227-13 HARMONY NCT03325556 TrialTroveID-301631,14.0,Bulgaria Chile Czechia France Germany Italy Poland Serbia Slovakia Spain Ukraine United Kingdom United States,301631,Bulgaria; Chile; Croatia; Czech Republic; France; Germany; Italy; Poland; Serbia; Slovakia; Spain; Ukraine; United Kingdom; United States,83.0,Americas; Eastern Europe; Europe; North America; South America; Western Europe,122.0,Iii
6 4 5 5 3 10 3 11 11 2 11 17,1,ACP-103-047 EudraCT Number: 2017-004439-36 NCT03623321 TrialTroveID-330120,14.0,Bulgaria Colombia Czechia Georgia Mexico Poland Romania Russian Federation Serbia South Africa Ukraine United States,330120,Argentina; Bulgaria; Colombia; Czech Republic; Georgia; Hungary; Mexico; Poland; Romania; Russia; Serbia; South Africa; Ukraine; United States,88.0,Africa; Americas; Eastern Europe; Europe; North America; South America; Western Asia/Middle East,108.0,Iii
9,0,NCT03272503 Pimozide2 Pimozide2_ALS-002 TrialTroveID-308441,1.0,Canada,308441,Canada,9.0,Americas; North America,9.0,Ii
1,0,NCT02463825 PIMOZIDE_ALS-001 REB14-0617 TrialTroveID-259065,1.0,Canada,259065,Canada,1.0,Americas; North America,5.0,Ii
15,0,EudraCT Number: 2006-005410-13 FARM7MFFEB GERP ALS NCT00690118 TrialTroveID-091599,1.0,Germany,91599,Germany,15.0,Europe; Western Europe,23.0,Ii
,0,TrialTroveID-313547 UMIN000016008,1.0,,313547,Japan,,Asia,1.0,Ii
,0,CA-18-08 ISRCTN13974483 TrialTroveID-464630,1.0,,464630,China,1.0,Asia,1.0,I
,0,APOCT-001 EudraCT Number: 2012-002099-15 TrialTroveID-217137,1.0,,217137,Sweden,1.0,Europe; Western Europe,,Ii
,0,TrialTroveID-211260,,,211260,,,(N/A),,I
,0,NCT06005506 NM102_SPATIALS3 sPATIALS3 TrialTroveID-482616,1.0,,482616,Italy,4.0,Europe; Western Europe,2.0,Ii
3,0,2013P000981 NCT01884571 NIP-ALS-2013 NIPALS2013 TrialTroveID-188964,1.0,United States,188964,United States,3.0,Americas; North America,4.0,Ii
,1,TrialTroveID-513721,,,513721,,,(N/A),1.0,Iii
,1,EAP 2 NCT06069934 PL101-ALS501 TrialTroveID-487837,1.0,,487837,United States,1.0,Americas; North America,1.0,Iv
1,1,2019P003518D HEALEY ALS Platform Trial - Regimen D NCT04615923 TrialTroveID-388613,1.0,United States,388613,United States,54.0,Americas; North America,4.0,Ii/Iii
77,1,2019P003518 CCR-20-43 Healey ALS Platform Trial NCT04297683 TrialTroveID-358229,1.0,United States,358229,United States,77.0,Americas; North America,88.0,Ii/Iii
,0,ChiCTR2200058224 TrialTroveID-430014,1.0,,430014,China,1.0,Asia,1.0,Ii
,0,ChiCTR2100045741 TrialTroveID-402290,1.0,,402290,China,1.0,Asia,1.0,Ii
1,0,5027513 NCT05279755 PRO-101 TrialTroveID-427532,2.0,United States,427532,Canada; United States,1.0,Americas; Europe; North America,1.0,I
,0,2024-11453 NCT06051123 PROBIO_HA114 TrialTroveID-486787,1.0,,486787,Canada,1.0,Americas; North America,1.0,Ii
1,1,AIHG-2017.004-ALS NCT03324399 TrialTroveID-311856,1.0,United States,311856,United States,1.0,Americas; North America,2.0,Iv
1,0,2097152 NCT06066710,1.0,United States,487672,United States,1.0,Americas; North America,,I
,0,TrialTroveID-079599,,,79599,,,(N/A),,Ii
,0,TrialTroveID-079588,1.0,,79588,United Kingdom,,Europe; Western Europe,,I
1 1 1 2,0,0903010259 EudraCT Number: 2011-004798-99 NCT01083667 TrialTroveID-123945,4.0,Germany Italy Sweden United States,123945,Germany; Italy; Sweden; United States,5.0,Americas; Europe; North America; Western Europe,10.0,Iii
,0,TrialTroveID-087390,1.0,,87390,United States,,Americas; North America,1.0,Ii
,0,740 TrialTroveID-080417,1.0,,80417,United States,,Americas; North America,2.0,Ii
,0,QRL-101-02 TrialTroveID-501748,,,501748,,,(N/A),1.0,I
1,0,EudraCT Number: 2022-002484-30 NCT05667779 QRL-101-01 TrialTroveID-394416,1.0,Netherlands,394416,Netherlands,1.0,Europe; Western Europe,,I
1 4 3 1 1 1,0,ANQUR NCT05633459 QRL-201-01 TrialTroveID-414440,8.0,Belgium Canada Germany Ireland Netherlands United Kingdom,414440,Belgium; Canada; Germany; Ireland; Italy; Netherlands; United Kingdom; United States,11.0,Americas; Europe; North America; Western Europe,12.0,I
1,0,13023 NCT00600873 TrialTroveID-082481,1.0,United States,82481,United States,1.0,Americas; North America,2.0,Iii
,0,12316 NCT00596115 TrialTroveID-082468,1.0,,82468,United States,2.0,Americas; North America,4.0,Iii
2,0,11736 Futility Study NCT00140218 TrialTroveID-078793,1.0,United States,78793,United States,2.0,Americas; North America,9.0,Iii
,0,TrialTroveID-121605,1.0,,121605,Netherlands,,Europe; Western Europe,3.0,Ii
1,0,HX-A-2023004 NCT05903690 TrialTroveID-473953,1.0,China,473953,China,1.0,Asia,1.0,I
2,0,A031-02 NCT00952887 TrialTroveID-113404,1.0,Canada,113404,Canada,1.0,Americas; North America,,I
1,0,A031-01 NCT00755638 TrialTroveID-099252,1.0,Canada,99252,Canada,1.0,Americas; North America,,I
1,0,NCT03472950 STUDY00141491 TrialTroveID-320844,1.0,United States,320844,United States,1.0,Americas; North America,2.0,Ii
2,0,NCT06169176 RAPA-501-ALS Expanded Access TrialTroveID-495926,1.0,United States,495926,United States,2.0,Americas; North America,2.0,Ii
2,1,NCT04220190 RAPA-501-ALS TrialTroveID-364979,1.0,United States,364979,United States,10.0,Americas; North America,3.0,Ii/Iii
15,0,Eudract Number: 2011-004482-32 NCT01879241 RAS-ALS TrialTroveID-188612,1.0,Germany,188612,Germany,15.0,Europe; Western Europe,35.0,Ii
10,0,12312 NCT01786603 TrialTroveID-181697,1.0,United States,181697,United States,10.0,Americas; North America,21.0,Ii
1 9,0,11922 NCT01232738 TrialTroveID-137311,2.0,Canada United States,137311,Canada; United States,10.0,Americas; North America,15.0,Ii
4 1 7 3 8 5 1 3 7 10 1 1 5 2 1 2 34,1,145660 ALXN1210-ALS-308 CHAMPION-ALS EudraCT Number: 2019-004619-30 JapicCTI-205395 jRCT2080225299 MOH_2020-11-09_009024 NCT04248465 NL72466.056.20 SNCTP000004075 TrialTroveID-365466,18.0,Australia Belgium Canada Denmark France Germany Ireland Israel Italy Japan Netherlands Poland Spain Sweden Switzerland United Kingdom United States,365466,Australia; Belgium; Canada; Denmark; France; Germany; Ireland; Israel; Italy; Japan; Netherlands; Poland; South Korea; Spain; Sweden; Switzerland; United Kingdom; United States,95.0,Americas; Asia; Australia/Oceania; Eastern Europe; Europe; North America; Western Asia/Middle East; Western Europe,99.0,Iii
,0,TrialTroveID-330489,1.0,,330489,United States,,Americas; North America,,Ii
,0,TrialTroveID-215210,,,215210,,,(N/A),,I
1,0,EudraCT Number: 2013-003335-29 NCT02016742 RDC5-1-01 TrialTroveID-199562,1.0,United Kingdom,199562,United Kingdom,1.0,Europe; Western Europe,1.0,I
3 1 9 1 2 1 2 1 21,1,COURAGE OLE COURAGE-ALS OLE CY 5032 CY5032 EudraCT Number: 2021-004727-33 NCT05442775 TrialTroveID-436214,16.0,Australia Belgium Canada Ireland Italy Netherlands Spain Sweden United States,436214,Australia; Belgium; Canada; Denmark; France; Germany; Ireland; Italy; Netherlands; Poland; Portugal; Spain; Sweden; Switzerland; United Kingdom; United States,41.0,Americas; Australia/Oceania; Eastern Europe; Europe; North America; Western Europe,43.0,Iii
5 1 11 1 7 6 1 4 1 1 1 4 2 1 2 36,1,CCR-20-145 COURAGE-ALS CY 5031 CY5031 EudraCT Number: 2020-004040-29 NCT04944784 NL77133.041.21 SNCTP000004651 TrialTroveID-369035,15.0,Australia Belgium Canada Denmark France Germany Ireland Italy Netherlands Poland Portugal Spain Sweden Switzerland United Kingdom United States,369035,Australia; Belgium; Canada; France; Germany; Ireland; Italy; Netherlands; Poland; Portugal; Spain; Sweden; Switzerland; United Kingdom; United States,84.0,Americas; Australia/Oceania; Eastern Europe; Europe; North America; Western Europe,88.0,Iii
5 9 1 1 1 47,0,CY 5022 EudraCT Number: 2018-000586-37 FORTITUDE-ALS NCT03160898 NL65920.041.18 TrialTroveID-296218,6.0,Australia Canada Ireland Netherlands Spain United States,296218,Australia; Canada; Ireland; Netherlands; Spain; United States,65.0,Americas; Australia/Oceania; Europe; North America; Western Europe,93.0,Ii
1,0,EudraCT Number: 2020-005143-23 NCT04654689 TrialTroveID-390990 UCV/2020-2021/018,1.0,Spain,390990,Spain,1.0,Europe; Western Europe,1.0,Ii
,0,TrialTroveID-107545,,,107545,,,(N/A),,I
1,0,BASEC2020-01406 NCT04819438 SNCTP000004338 TrialTroveID-400359 Z7251J01,1.0,Switzerland,400359,Switzerland,1.0,Europe; Western Europe,1.0,I
,1,TrialTroveID-374406,1.0,,374406,United States,,Americas; North America,1.0,Iv
,1,TrialTroveID-220907,1.0,,220907,Italy,,Europe; Western Europe,1.0,Iv
,1,TrialTroveID-171267,1.0,,171267,Australia,,Australia/Oceania,1.0,Iv
,1,TrialTroveID-125254,1.0,,125254,United States,,Americas; North America,5.0,Iv
,0,TrialTroveID-122005,1.0,,122005,Italy,,Europe; Western Europe,2.0,Other
1,1,CARE NCT00542412 RIL_CA1_401 RP54274/CA1.401 TrialTroveID-078766,1.0,Canada,78766,Canada,13.0,Americas; North America,2.0,Iv
1,1,2020-375 NCT04518540 TrialTroveID-382354,1.0,China,382354,China,1.0,Asia,1.0,Iv
1,0,KETO-ALS KETO-ALS V 1.41 NCT04820478 TrialTroveID-400961,1.0,Germany,400961,Germany,1.0,Europe; Western Europe,1.0,Ii
8,0,Co-ALS EudraCT Number: 2017-004459-21 NCT03693781 TrialTroveID-333946,1.0,Italy,333946,Italy,9.0,Europe; Western Europe,14.0,Ii
,1,TrialTroveID-133693,1.0,,133693,United States,,Americas; North America,5.0,Iii
