reached_phase_3_plus,Actual Accrual (% of Target),Enrollment Close Date,Start Date,Actual Accrual (No. of patients),Primary Endpoints Reported Date,Target Accrual,Treatment Duration (Mos.),Treatment Duration Type,Enrollment Duration Type,Trial.ID,Pts/Site/Mo,Primary Completion Date Type,Enrollment Close Date Type,Primary Endpoints Reported Date Type,Pts/Site/Mo Type,Start Date Type,Trial Phase,Primary Completion Date,Enrollment Duration (Mos.),Protocol/Trial ID,Last Full Review,Last Modified Date
1,,8/31/24,10/7/20,,,380.0,12.0,Anticipated,Anticipated,385546,0.9,Anticipated,Anticipated,,Anticipated,Actual,Iv,8/31/25,46.81,98955 NCT04562831 NO-ALS TrialTroveID-385546,3/3/21,9/28/23
0,,,12/1/18,,,150.0,,,,321723,,,,,,Anticipated,Ii,,,TrialTroveID-321723,10/21/20,10/21/20
0,,,1/1/17,32.0,1/22/19,,6.0,Actual,,321722,,Actual,,Actual,,Actual,Ii,6/1/17,,H1479983999044 NCT03489200 TrialTroveID-321722,4/4/18,12/14/23
0,100.0,,4/3/23,15.0,,15.0,,,,459434,,Actual,,,,Actual,I,4/28/23,,CTR20230343 FB-1071-01-102 TrialTroveID-459434,5/22/23,5/22/23
0,,,3/9/23,,,40.0,0.46,Anticipated,,451496,,,,,,Actual,I,,,CTR20230290 FB-1071-01-101 TrialTroveID-451496,10/9/23,10/9/23
0,22.0,10/16/23,3/26/21,8.0,,36.0,0.99,Actual,Actual,393104,0.26,Actual,Actual,,Actual,Actual,Iii,11/15/23,30.7,NCT04840823 REALS-1 TrialTroveID-393104,2/1/24,2/1/24
0,,11/29/09,10/1/09,11.0,7/28/10,,3.0,Actual,Actual,159636,5.79,Actual,Actual,Actual,Actual,Actual,Ii,3/1/10,1.9,TrialTroveID-159636,6/1/16,6/1/16
0,,,8/2/10,,6/18/19,60.0,,,,133532,,,,Actual,,Actual,Ii,,,21404132 EudraCT Number: 2010-020257-13 EudraCT Number: 2010-020257-14 TrialTroveID-133532,8/23/21,8/24/21
0,,,,,,,,,,510355,,,,,,,I,,,CTR20240554 TrialTroveID-510355 WBYY23117,4/4/24,4/8/24
0,,,1/19/24,,,84.0,,,,499248,,,,,,Actual,I,,,2023-YPLS-BE-062 CTR20234216 TrialTroveID-499248,3/29/24,3/29/24
0,,9/1/19,6/20/16,,,64.0,15.0,Actual,Anticipated,342634,1.67,Anticipated,Anticipated,,Anticipated,Actual,Iii,12/1/20,38.37,HYNR-EPO NCT03835507 TrialTroveID-342634,2/11/19,2/11/19
0,,,8/1/05,,,20.0,,,,109558,,,,,,Actual,Ii,,,EPO200501 EudraCT Number: 2005-005873-31 TrialTroveID-109558,1/20/11,5/20/14
0,,,,,,60.0,4.0,Actual,,203402,,,,,,,Ii,,,EPOSS2010 EudraCT Number: 2011-001329-26 TrialTroveID-203402,10/28/20,10/28/20
1,100.0,1/1/10,7/1/09,15.0,5/24/10,15.0,2.0,Actual,Actual,95453,2.5,Actual,Actual,Actual,Actual,Actual,Iii,3/1/10,6.0,LXP-113 NCT00965497 Pro00003013 TrialTroveID-095453,11/7/14,5/8/19
0,,,,,,,,,,449050,,,,,,,I,,,TrialTroveID-449050,1/29/24,1/29/24
0,,1/1/23,7/6/22,,,12.0,60.0,Anticipated,Anticipated,429197,2.04,Anticipated,Anticipated,,Anticipated,Actual,I,12/31/27,5.88,2022-02-089 FTD_ET-STEM KCT0007072 NCT05315661 TrialTroveID-429197,2/22/24,2/26/24
0,34.0,10/1/17,6/1/15,65.0,8/26/19,192.0,3.02,Actual,Actual,255732,0.19,Actual,Actual,Actual,Actual,Actual,Ii,1/1/18,28.03,2014D002776 NCT02450552 TrialTroveID-255732,5/10/18,11/14/23
0,,,9/30/17,0.0,,,,,,274750,,Actual,,,,Anticipated,Ii,9/30/20,,IND 123119 Protocol C NCT02707978,,3/13/24
0,,,1/2/18,,,,,,,330235,,Actual,,,,Actual,(N/A),8/3/18,,201700982A0 NCT03625128,,10/17/19
0,,,7/1/16,,,200.0,,,,276655,,Anticipated,,,,Actual,Other,6/1/30,,16-001703 NCT02736695 SLD3,,3/12/24
0,,2/14/21,3/1/16,,,35.0,10.45,Anticipated,Actual,284541,0.2,,Actual,,Actual,Actual,I,,59.5,2016-247 NCT02868567 OCR16600 TrialTroveID-284541,10/3/22,8/14/23
0,100.0,8/30/14,9/1/13,10.0,1/11/16,10.0,6.0,Actual,Anticipated,193283,0.84,Anticipated,Anticipated,Actual,Anticipated,Actual,Ii,3/1/15,11.9,NCT01935518 PUTH-2013121 TrialTroveID-193283,2/13/17,2/15/22
0,150.0,12/23/22,12/22/21,30.0,,20.0,6.25,Anticipated,Anticipated,424018,0.21,Anticipated,Anticipated,,Anticipated,Actual,Ii,7/1/23,12.03,NCT05218668 REAL TrialTroveID-424018 WP-0512-003,10/26/23,10/27/23
1,100.0,2/19/24,1/18/23,64.0,,64.0,43.36,Anticipated,Actual,475526,4.9,Anticipated,Actual,,Actual,Actual,Iv,9/30/27,13.05,FB1006 M2022300 NCT05923905 TrialTroveID-475526,2/23/24,2/26/24
0,,8/18/24,12/1/23,,,64.0,0.46,Anticipated,Anticipated,481538,7.46,Anticipated,Anticipated,,Anticipated,Anticipated,I,9/1/24,8.58,FB418_P101 NCT05995782 TrialTroveID-481538,4/3/24,4/3/24
0,,4/28/24,2/20/24,,,24.0,0.16,Anticipated,Anticipated,480369,10.71,Anticipated,Anticipated,,Anticipated,Actual,I,5/3/24,2.24,FC-US-001 NCT05978908 TrialTroveID-480369,2/22/24,2/26/24
0,,10/10/23,7/7/22,,,40.0,1.02,Anticipated,Anticipated,445398,2.65,Anticipated,Anticipated,,Anticipated,Actual,I,11/10/23,15.12,ChiCTR2200064504 TrialTroveID-445398,10/18/22,10/19/22
1,,,4/30/21,,,70.0,,,,403111,,Anticipated,,,,Actual,Iv,6/30/23,,ChiCTR2100046015 TrialTroveID-403111,12/28/21,2/24/22
1,100.0,1/30/23,7/1/20,42.0,,42.0,6.0,Anticipated,Anticipated,338338,0.27,Anticipated,Anticipated,,Anticipated,Actual,Iv,8/1/23,31.0,FeTr-ALS NCT03766321 TrialTroveID-338338,3/3/23,3/3/23
0,,,6/1/10,,5/1/17,50.0,,,,313650,,Actual,,Actual,,Actual,Ii,4/30/13,,EFATD TrialTroveID-313650 UMIN000003683,11/30/17,12/1/17
0,,,,,,,,,,367862,,,,,,,I,,,TrialTroveID-367862,11/30/23,11/30/23
0,,,,,,,,,,502974,,,,,,,I,,,TrialTroveID-502974,2/6/24,2/6/24
0,,5/1/10,6/1/05,67.0,1/11/11,,1.0,Actual,Actual,163081,0.57,Actual,Actual,Actual,Actual,Actual,Ii,6/1/10,59.0,TrialTroveID-163081,6/1/16,5/1/22
0,100.0,9/1/14,8/1/13,30.0,4/23/15,30.0,0.99,Actual,Actual,162194,0.58,Actual,Actual,Actual,Actual,Actual,Ii,10/1/14,13.01,2013P000313 NCT01786174 TDI-132/Gilenya TrialTroveID-162194,1/4/16,2/22/22
0,,,3/3/08,,,100.0,10.0,Actual,,95021,,,,,,Actual,Ii,,,ACTRN12608000338369 FANS TrialTroveID-095021,12/18/14,2/7/22
0,,,8/23/18,,,,,,,394884,,Actual,,,,Actual,(N/A),1/21/21,,NCT04720001 STU00206530,,2/21/22
0,,,3/15/12,,,,,,,395277,,Actual,,,,Actual,(N/A),9/2/15,,NCT04726527 PPA STU00044931,,2/19/21
0,,,4/11/17,,,,,,,295259,,Actual,,,,Actual,I,10/24/18,,18F-AV-1451-A19 NCT03040713,,9/3/20
0,,,2/1/16,,,70.0,,,,309207,,Anticipated,,,,Actual,I,3/30/24,,NCT03283449 R01AG056258 STU00200893,,3/20/24
0,,,4/1/16,,,,,,,272750,,Actual,,,,Actual,Ii,11/25/18,,AAAP4551 NCT02676843 R01NS076837,,11/18/19
1,,,7/1/18,,,50.0,,,,230224,,Anticipated,,,,Actual,Iv,6/1/28,,"12-008988, 17-010087 NCT01818661 R01DC012519-09",,11/3/23
0,,7/28/18,1/1/17,,,15.0,0.12,Actual,Anticipated,312279,0.8,Anticipated,Anticipated,,Anticipated,Anticipated,Iii,8/1/18,18.83,FLX-787-106 NCT03338114 TrialTroveID-312279,2/2/18,2/2/22
0,,8/23/18,4/5/18,,,15.0,0.25,Actual,Actual,312126,3.26,Actual,Actual,,Actual,Actual,Iii,8/23/18,4.6,FLX-787-107 NCT03334786 TrialTroveID-312126,9/3/18,9/18/23
0,45.0,6/13/18,7/28/17,54.0,3/1/19,120.0,0.0,Actual,Actual,294782,0.15,Actual,Actual,Anticipated,Actual,Actual,Ii,6/13/18,10.51,COMMEND FLX-787-203 NCT03196375 TrialTroveID-294782,1/14/19,11/30/21
0,26.0,6/30/17,9/16/16,13.0,,50.0,1.15,Actual,Actual,279746,0.46,Actual,Actual,,Actual,Actual,I,7/12/17,9.43,ACTRN12616001060437 Flex-202 TrialTroveID-279746,12/13/18,2/2/22
0,,,,50.0,3/4/16,,,,,275419,,,,Actual,,,I,,,TrialTroveID-275419,3/24/16,2/25/22
0,20.0,7/25/17,9/13/16,12.0,11/6/17,60.0,,,Actual,269677,,Actual,Actual,Actual,,Actual,Ii,7/25/17,10.35,TrialTroveID-269677,7/26/17,4/9/18
0,,,,20.0,6/20/05,,14.0,Actual,,80425,,,,Actual,,,Ii,,,TrialTroveID-080425,4/13/09,2/7/22
0,,5/10/19,11/28/18,27.0,9/10/19,,0.16,Actual,Anticipated,330861,5.04,Anticipated,Anticipated,Actual,Anticipated,Actual,I,5/15/19,5.36,TrialTroveID-330861,9/17/19,2/24/22
0,,,,24.0,4/26/06,,1.0,Actual,,80369,,,,Actual,,,Ii,,,TrialTroveID-080369,12/12/07,10/21/10
0,172.0,,1/27/04,62.0,,36.0,,,,80272,,,,,,Actual,I,,,TrialTroveID-080272,12/12/07,2/23/22
0,93.0,3/22/16,10/17/14,28.0,7/14/19,30.0,3.1,Actual,Actual,232757,0.13,Actual,Actual,Actual,Actual,Actual,Ii,6/24/16,17.15,EudraCT Number: 2014-001489-85 FRM-0334-002 NCT02149160 TrialTroveID-232757,11/15/17,4/4/23
0,,,,13.0,12/1/07,,9.0,Actual,,121983,,,,Actual,,,Ii,,,TrialTroveID-121983,5/31/16,5/31/16
0,,,,39.0,3/31/09,,12.0,Actual,,106555,,,,Actual,,,Ii,,,TrialTroveID-106555,10/26/10,2/8/22
0,100.0,,12/1/06,40.0,,40.0,,,,78724,,Actual,,,,Actual,Ii,8/1/07,,NCT00397423 R01-123456-1 TrialTroveID-078724,10/19/10,10/20/10
0,,,5/1/03,,,,,,,237177,,,,,,Actual,Ii,,,CR003106 NCT00416169,,6/6/11
0,23.0,11/18/08,3/1/06,42.0,1/8/11,180.0,3.5,Actual,Actual,78765,1.28,Actual,Actual,Actual,Actual,Actual,Ii,3/1/09,32.7,EudraCT Number: 2005-001113-18 GCSFEPO_01 NCT00298597 TrialTroveID-078765,5/12/11,2/25/22
0,,,,,,,,,,395961,,,,,,,I,,,TrialTroveID-395961,5/31/23,5/31/23
0,86.0,5/6/19,2/1/19,38.0,8/31/20,44.0,0.79,Actual,Actual,341032,6.15,Actual,Actual,Actual,Actual,Actual,I,5/30/19,3.09,GP40957 NCT03807739 TrialTroveID-341032,8/7/19,3/18/24
0,75.0,9/16/17,8/7/17,18.0,,24.0,2.92,Actual,Actual,306390,13.74,Actual,Actual,,Actual,Actual,I,12/14/17,1.31,EudraCT number: 2017-000299-27 GP39778 NCT03237741 TrialTroveID-306390,4/19/18,3/26/24
0,66.0,8/1/16,5/31/16,54.0,1/10/22,82.0,43.47,Anticipated,Anticipated,271474,2.65,Actual,Anticipated,Actual,Anticipated,Actual,I,3/16/20,2.04,EudraCT Number: 2017-002931-41 GN29823 NCT02655614 TrialTroveID-271474,8/7/20,11/27/23
0,,,,,,,,,,440237,,,,,,,I,,,TrialTroveID-440237,,8/26/22
0,86.0,4/8/22,4/27/21,76.0,8/18/22,88.0,1.48,Actual,Actual,392450,6.68,Actual,Actual,Actual,Actual,Actual,I,5/23/22,11.37,GFH312X3101 NCT04676711 TrialTroveID-392450,8/26/22,3/1/24
0,100.0,12/1/04,6/1/04,30.0,9/12/05,30.0,6.0,Actual,Actual,79350,5.0,Actual,Actual,Actual,Actual,Actual,Ii,6/1/05,6.0,TrialTroveID-079350,12/11/07,12/19/23
0,102.0,12/1/06,6/1/06,366.0,3/13/08,360.0,12.0,Actual,Actual,79039,4.68,Actual,Actual,Actual,Actual,Actual,Ii,12/1/07,6.01,ALS-GA-201 EudraCT Number: 2006-001688-49 GA-201 GoALS NCT00326625 TrialTroveID-079039,2/24/09,2/15/22
0,,,1/1/03,4.0,12/4/04,,7.0,Actual,,80381,,,,Actual,,Actual,Ii,,,TrialTroveID-080381,12/13/07,2/7/22
0,69.0,12/13/19,9/5/18,22.0,11/7/20,32.0,0.0,Actual,Actual,332160,1.44,Actual,Actual,Actual,Actual,Actual,I,12/13/19,15.24,NCT03658135 TauBasket TrialTroveID-332160 UCSF-001-AET-1,12/20/19,8/25/21
0,,,,,,,,,,205673,,,,,,,Ii,,,TrialTroveID-205673,10/6/21,10/6/21
1,100.0,8/1/13,11/1/12,40.0,9/15/14,40.0,3.0,Actual,Actual,180430,2.23,Actual,Actual,Actual,Actual,Actual,Ii/Iii,11/1/13,8.97,91-01-54-17265 IRCT201207238509N2 NCT01825551 TrialTroveID-180430,4/23/14,2/18/22
0,,,12/1/19,,,6.0,,,,351652,,,,,,Anticipated,Iii,,,TrialTroveID-351652,8/4/20,11/17/20
0,,,12/1/16,,,208.0,6.0,Actual,,298075,,,,,,Actual,Ii,,,EudraCT Number: 2014-005367-32 PROMISE TrialTroveID-298075,6/17/20,11/7/23
0,,,3/20/23,,,,,,,487208,,Anticipated,,,,Actual,Ii,12/31/25,,jRCTs031220715 TrialTroveID-487208,4/15/24,4/15/24
1,,1/11/23,7/1/22,,,10.0,11.93,Anticipated,Anticipated,441147,1.57,Anticipated,Anticipated,,Anticipated,Anticipated,Iv,1/9/24,6.38,ChiCTR2200062823 TrialTroveID-441147,4/25/24,4/25/24
0,,,,,,,,,,286282,,,,,,,I,,,TrialTroveID-286282,6/7/18,2/25/22
0,,7/15/24,12/28/23,,,20.0,17.42,Anticipated,Anticipated,500356,3.04,Anticipated,Anticipated,,Anticipated,Anticipated,I,12/27/25,6.57,ChiCTR2400079885 TrialTroveID-500356,1/18/24,2/8/24
0,100.0,9/27/10,12/1/09,76.0,,76.0,0.12,Actual,Actual,216269,,Actual,Actual,,,Actual,I,10/1/10,9.86,DC-001 EudraCT Number: 2009-016817-68 NCT02442557 NL30321.040.09 TrialTroveID-216269,9/11/14,2/25/22
0,91.0,2/25/21,11/14/18,71.0,,78.0,0.46,Actual,Actual,339103,2.59,Actual,Actual,,Actual,Actual,I,3/11/21,27.4,HTL0014242-101 NCT03785054 TrialTroveID-339103,5/3/21,12/5/23
0,,,12/1/22,,,,,,,372757,,,,,,Anticipated,I,,,TrialTroveID-372757,4/25/24,4/25/24
0,120.0,9/15/18,8/29/16,12.0,3/5/21,10.0,11.0,Actual,Actual,284798,0.49,Actual,Actual,Actual,Actual,Actual,Ii,8/15/19,24.54,F16029 GBI1501 NCT02872142 TrialTroveID-284798,3/16/20,2/18/22
0,130.0,7/5/15,11/7/14,13.0,2/15/18,10.0,11.0,Actual,Actual,209130,1.65,Actual,Actual,Actual,Actual,Actual,Ii,6/3/16,7.89,EudraCT Number: 2013-004842-40 IG1309 NCT02479802 TrialTroveID-209130,6/16/16,2/18/22
0,,3/1/26,1/25/24,,,30.0,12.0,Anticipated,Anticipated,511096,0.3,Anticipated,Anticipated,,Anticipated,Actual,Ii,3/1/27,25.18,hNSCALSII NCT06344260 STEMALS TrialTroveID-511096,4/6/24,4/8/24
1,,7/1/15,9/4/13,23.0,6/3/17,,12.03,Actual,Actual,231219,0.05,Actual,Actual,Actual,Actual,Actual,Iii,7/1/16,21.86,EudraCT Number: 2012-001995-12 I10E-0901 LIME NCT01951924 TrialTroveID-231219,4/24/24,4/30/24
0,,,,,,,,,,509880,,,,,,,I,,,TrialTroveID-509880,4/2/24,4/3/24
0,133.0,2/22/18,9/1/17,16.0,7/6/20,12.0,10.25,Actual,Actual,310325,2.8,Actual,Actual,Actual,Actual,Actual,Ii,12/31/18,5.72,EudraCT Number: 2017-001983-39 NL61931.041.17 PHALS TrialTroveID-310325,7/21/20,2/18/22
0,,12/30/06,,24.0,12/1/07,,6.0,Actual,,122009,,Actual,Actual,Actual,,,I,7/1/07,,TrialTroveID-122009,12/30/10,5/19/23
1,,12/1/23,7/20/21,,12/1/24,93.0,,,Anticipated,402637,0.15,,Anticipated,Anticipated,Anticipated,Actual,Iii,,28.4,CTD-TCNPC-301 EudraCT Number: 2020-003136-25 NCT04860960 TransportNPC TrialTroveID-402637,5/22/23,4/28/24
0,67.0,,5/23/19,8.0,,12.0,,,,346391,,Anticipated,,,,Actual,I,3/1/22,,CTD-TCNPC-102 NCT03893071 TrialTroveID-346391,3/19/24,3/19/24
0,108.0,11/11/19,10/11/17,13.0,,12.0,3.0,Actual,Actual,288905,0.26,Actual,Actual,,Actual,Actual,I,2/10/20,25.02,CTD-TCNPC-101 NCT02939547 TrialTroveID-288905,5/15/23,9/27/23
0,100.0,,9/26/16,12.0,7/23/22,12.0,,,,287116,,Actual,,Actual,,Actual,Iii,3/3/21,,CTD-TCNP-201 CTD-TCNPC-201 EudraCT Number:2015-005761-23 MOH_2017-09-17_000540 NCT02912793 TrialTroveID-287116,5/15/23,4/28/24
0,,,1/6/20,2.0,,,,,,346005,,Actual,,,,Actual,Iii,10/25/21,,19-CH-0028 190028 NCT03887533 TrialTroveID-346005,,5/15/23
0,,,2/22/19,,,12.0,,,,321078,,Anticipated,,,,Actual,Iii,6/1/24,,201708114 NCT03471143 TrialTroveID-321078,11/1/23,3/14/24
0,117.0,,1/1/13,14.0,,12.0,,,,229710,,Actual,,,,Actual,Iii,3/1/17,,130001 NCT01747135 TrialTroveID-229710,5/16/23,5/22/23
0,100.0,3/24/18,2/1/17,6.0,,6.0,12.0,Actual,Actual,305008,0.44,Actual,Actual,,Actual,Actual,I,3/25/19,13.67,HYNR-CS-Allo-02 NCT03214146 TrialTroveID-305008,5/17/19,12/26/19
0,100.0,10/9/16,12/1/12,6.0,,6.0,6.0,Actual,Actual,179974,0.13,Actual,Actual,,Actual,Actual,I,4/10/17,46.26,HYNR-CS-Allo-01 NCT01758510 TrialTroveID-179974,9/10/18,12/26/19
0,100.0,,6/24/19,12.0,,12.0,,,,355238,,Actual,,,,Actual,I,7/17/19,,MN-166-HDT-002 NCT04054206 TrialTroveID-355238,8/19/19,2/24/22
1,,12/1/24,5/28/20,,,230.0,12.0,Anticipated,Anticipated,333564,0.1,Anticipated,Anticipated,,Anticipated,Actual,Ii/Iii,12/1/25,54.17,CCR-19-137 COMBAT-ALS EudraCT Number: 2019-003549-14 MN-166-ALS-2301 NCT04057898 TrialTroveID-333564,2/16/23,4/17/24
0,100.0,,4/11/18,28.0,,28.0,,,,324847,,Actual,,,,Actual,I,7/6/18,,MN-166-HDT-001 NCT03533387 TrialTroveID-324847,7/23/18,4/20/22
0,100.0,,3/1/16,35.0,11/8/19,35.0,9.0,Actual,,267747,,,,Actual,,Actual,Iii,,,MN-166-ALS-1202 NCT02714036 TrialTroveID-267747,12/26/19,2/18/22
0,59.0,1/31/17,9/1/14,71.0,12/7/17,120.0,6.0,Actual,Actual,215483,2.45,Actual,Actual,Actual,Actual,Actual,Ii,8/1/17,29.01,IBU-ALS-1201 MN-166-ALS-1201 NCT02238626 STEP-IBUDILAST-ALS-DB-OLE-1 TrialTroveID-215483,1/12/18,2/18/22
0,,7/1/24,1/1/23,,,30.0,6.0,Anticipated,Anticipated,381048,0.08,Anticipated,Anticipated,,Anticipated,Anticipated,Ii,12/31/24,17.98,NCT04505358 PU-AD-SD-0202 TrialTroveID-381048,4/11/22,12/5/22
0,102.0,1/30/24,12/2/22,51.0,,50.0,11.08,Anticipated,Actual,403590,0.18,Anticipated,Actual,,Actual,Actual,Ii,1/1/25,13.94,EudraCT Number: 2021-003875-32 NCT05508074 P288ALS Study TRIALS TRIALS Protocol TRIALS study TrialTroveID-403590,2/3/24,3/11/24
0,100.0,,6/21/18,72.0,1/7/20,72.0,,,,329360,,Actual,,Actual,,Actual,I,6/21/19,,EudraCT Number: 2018-000443-29 NCT03610334 P188 TrialTroveID-329360,6/30/21,8/23/22
0,,,4/29/08,,,1000.0,,,,513537,,Anticipated,,,,Actual,Other,12/31/30,,2008/351-31 NCT06376279,,4/19/24
0,73.0,8/28/20,3/29/19,11.0,11/1/21,15.0,11.0,Actual,Actual,331524,0.65,Actual,Actual,Anticipated,Actual,Actual,Ii,7/28/21,17.02,EudraCT Number: 2018-000668-28 ISRCTN83738603 NCT03705390 RG_17-250 TrialTroveID-331524,10/6/21,10/6/21
0,87.0,5/21/19,8/14/18,13.0,9/5/20,15.0,3.0,Actual,Actual,324533,1.41,Actual,Actual,Actual,Actual,Actual,Ii,8/20/19,9.2,"1.2, 2018-05-15 1.5, 2019-06-25 EudraCT Number: 2017-005065-47 NCT03613571 TM-105 TrialTroveID-324533",9/20/19,6/2/22
1,,,6/18/19,,,30.0,,,,411490,,Anticipated,,,,Actual,Iv,3/31/25,,ALSI vig CRB4180007 jRCTs041190028 TrialTroveID-411490,12/23/23,12/23/23
0,,,,31.0,12/7/13,,3.0,Actual,,198313,,,,Actual,,,Ii,,,TrialTroveID-198313,12/4/13,2/22/22
0,0.0,,3/1/12,0.0,7/1/13,20.0,7.0,Actual,,262397,,,,Actual,,Actual,Ii,,,2011P-000304 2011P00304 NCT01565395 TrialTroveID-262397 Xeomin 2012,7/31/15,11/7/19
0,,1/14/13,1/1/11,10.0,6/11/14,,1.5,Actual,Actual,214357,0.41,Actual,Actual,Actual,Actual,Actual,Ii,3/1/13,24.44,NCT02212119 NT-036 TrialTroveID-214357,8/11/14,12/18/18
0,50.0,2/26/14,9/5/12,10.0,6/16/15,20.0,7.0,Actual,Actual,164671,0.56,Actual,Actual,Actual,Actual,Actual,Ii,9/5/14,17.71,2011P-000304 2011P00304 NCT01653132 TrialTroveID-164671 Xeomin 2012,1/29/15,8/25/22
0,160.0,6/11/19,10/1/17,48.0,2/18/21,30.0,6.0,Actual,Actual,294453,0.79,Actual,Actual,Actual,Actual,Actual,Ii,12/10/19,20.3,NCT03168711 SURE-ALS2 TrialTroveID-294453,4/14/23,4/14/23
0,100.0,3/1/16,1/1/15,25.0,11/8/16,25.0,3.0,Actual,Actual,220578,1.79,Actual,Actual,Actual,Actual,Actual,I,5/31/16,13.96,701 NCT02288091 TrialTroveID-220578,9/21/16,11/7/19
0,,4/23/17,9/20/16,,,12.0,0.5,Actual,Actual,303547,,Actual,Actual,,,Actual,Ii,5/9/17,7.06,TrialTroveID-303547 UMIN000024312,6/15/17,7/16/21
0,,1/31/21,1/1/20,,,13.0,11.0,Anticipated,Anticipated,408279,1.0,Anticipated,Anticipated,,Anticipated,Actual,Ii,12/31/21,13.01,M2020420 NCT04952155 TrialTroveID-408279,7/9/21,11/3/21
0,,,9/1/09,,,,,,,242035,,Actual,,,,Actual,(N/A),11/1/10,,15398 NCT01002300 R-08-395,,3/17/14
0,,4/19/23,9/28/20,,,110.0,38.9,Anticipated,Anticipated,374023,0.21,Anticipated,Anticipated,,Anticipated,Actual,Iii,7/15/26,30.67,275AS101 ALSpire EudraCT Number: 2020-000207-36 NCT04494256 NL73598.000.20 TrialTroveID-374023,2/22/24,4/26/24
0,83.0,6/3/21,4/28/20,75.0,,90.0,9.79,Anticipated,Anticipated,368837,0.27,Actual,Anticipated,,Anticipated,Actual,I,3/28/22,13.17,245AS102 BASEC2020-00921 EudraCT Number: 2019-004798-14 NCT04288856 NL73220.000.20 SNCTP000004138 TrialTroveID-368837,4/20/22,9/4/23
0,93.0,12/29/20,9/10/18,106.0,3/28/22,114.0,10.61,Actual,Actual,330208,0.18,Actual,Actual,Actual,Actual,Actual,Iii,11/17/21,27.63,216409 245AS101 245AS101 - AS EudraCT Number: 2017-000294-36 NCT03626012 NL69083.000.19 SNCTP000003128 TrialTroveID-330208,1/18/22,11/18/22
0,,5/20/26,6/1/22,,,735.0,18.01,Anticipated,Anticipated,319730,0.12,Anticipated,Anticipated,,Anticipated,Actual,Ii,11/19/27,47.63,247AD201 CELIA EUCT Number: 2022-501644-15-01 EudraCT Number: 2022-501644-15 jRCT2031220635 NCT05399888 TrialTroveID-319730,11/2/23,4/19/24
0,,,,,,,,,,313920,,,,,,,I,,,TrialTroveID-313920,3/5/18,3/5/18
0,60.0,1/2/23,12/9/18,9.0,1/16/24,15.0,,,Anticipated,337573,0.09,,Anticipated,Actual,Anticipated,Actual,Ii,,48.82,101/3 MOH_2018-06-17_002459 NCT03755167 TrialTroveID-337573,9/20/23,4/27/24
0,60.0,,8/1/18,9.0,1/16/24,15.0,,,,331573,,,,Actual,,Actual,Iii,,,101/ 2 NCT03652805 TrialTroveID-331573,1/22/24,4/29/24
0,,,,,,,,,,169886,,,,,,,I,,,TrialTroveID-169886,8/25/14,11/17/20
0,,,6/21/22,,,40.0,,,,432365,,Anticipated,,,,Actual,Iii,10/1/24,,NCT05377424 OCR41682 TrialTroveID-432365,4/4/23,12/4/23
0,,,2/18/22,16.0,,,,,,464741,,Actual,,,,Actual,I,7/1/22,,INT17470 NCT05797753 TrialTroveID-464741 U1111-1267-9023,4/5/23,8/11/23
0,,,,,,11.0,,,,370457,,,,,,,I,,,TrialTroveID-370457,2/28/22,2/28/22
0,,,3/1/22,,,36.0,,,,407441,,,,,,Anticipated,Ii,,,TrialTroveID-407441,1/29/24,4/25/24
0,,,4/11/23,,,20.0,,,,477476,,Anticipated,,,,Actual,Ii,6/30/25,,jRCTs061230001 TrialTroveID-477476,1/17/24,1/17/24
1,86.0,2/1/22,10/24/18,43.0,,50.0,6.0,Actual,Actual,297948,1.09,Actual,Actual,,Actual,Actual,Ii/Iii,8/3/22,39.32,D18095 NCT03580616 TrialTroveID-297948,5/10/23,5/10/23
0,100.0,6/1/16,1/1/13,20.0,5/23/16,20.0,6.0,Actual,Anticipated,184975,0.24,Anticipated,Anticipated,Actual,Anticipated,Actual,Iii,12/1/16,40.97,L-Serine2013 NCT01835782 TrialTroveID-184975,3/21/17,6/8/17
0,23.0,3/31/20,7/13/17,7.0,11/30/20,30.0,1.0,Actual,Actual,303297,0.21,Actual,Actual,Actual,Actual,Actual,Iii,4/30/20,32.59,G29007 jRCTs031180173 NCT03186040 TrialTroveID-303297 UMIN000027476,8/14/20,5/4/22
1,,10/14/25,12/8/23,,,35.0,21.5,Anticipated,Anticipated,490868,0.07,Anticipated,Anticipated,,Anticipated,Actual,Iii,7/30/27,22.22,2023-506805-20-00 AL001-CS-302 NCT06111014 TrialTroveID-490868,12/26/23,12/28/23
0,11.0,10/28/22,9/2/21,5.0,,45.0,0.0,Actual,Actual,393792,0.12,Actual,Actual,,Actual,Actual,Ii,10/28/22,13.84,AL001-ALS-201 NCT05053035 TrialTroveID-393792,6/19/23,6/19/23
1,61.0,10/27/23,7/23/20,110.0,3/1/25,180.0,,,Actual,371125,0.05,,Actual,Anticipated,Actual,Actual,Iii,,39.15,135892 AL001-3 BASEC2020-01901 EudraCT Number: 2019-004066-18 INFRONT-3 NCT04374136 NL72487.078.20 SNCTP000004097 TrialTroveID-371125,12/6/23,2/17/24
0,,,9/9/19,,,40.0,,,,351601,,Anticipated,,,,Actual,Ii,1/28/26,,AL001-2 EudraCT Number: 2019-000138-20 INFRONT INFRONT-2 NCT03987295 NL70050.078.19 TrialTroveID-351601,2/26/24,2/26/24
