Other Tested Drug,Other Tested Drug: Mechanism Of Action,reached_phase_3_plus,Other Tested Drug: Target,Treatment Plan,Protocol/Trial ID,Prior/Concurrent Therapy,Other Tested Drug: Therapeutic Class,Primary Tested Drug: Target,Trial.ID,Primary Tested Drug,Primary.Tested.Drug.Mechanism.Of.Action,Primary Tested Drug: Therapeutic Class,Trial Phase
,,0,,Number of Arms: 2 Arm 1: Experimental: Botox Botox injection: 100 UI of botulinum toxin type A (Botox) diluted in 2.2 ml of NaCl 0.9 % Assigned Interventions: Drug: Botox injection Local ultrasound-guided bilateral injection of botulinum toxin type A in parotid (35 UI/gland) and submandibular (15 UI/gland) glands. Arm 2: Placebo Comparator: Placebo Placebo injection: NaCl 0.9 % Assigned Interventions: Drug: Placebo injection A local ultrasound-guided bilateral injection of placebo (NaCl 0.9 %) in parotid (0.7 ml/gland) and submandibular (0.3 ml/gland) glands.,2010.607/11 ALS-TOX NCT01551940 TrialTroveID-163934,,,Unspecified,163934,onabotulinumtoxinA (IM),Acetylcholine release inhibitor,"Stomatological; Cardiovascular; Dermatological; Male sexual dysfunction; Prostate disorders; Urological; Muscle relaxant; Musculoskeletal; Analgesic, other; Antidepressant; Antimigraine; Neurological; Ophthalmological, other",Ii
,,1,,"Patients were injected 10 IU of BoNT type A (Botox) in each parotid gland, located by ultrasound.",TrialTroveID-152703,,,Unspecified,152703,onabotulinumtoxinA (IM),Acetylcholine release inhibitor,"Stomatological; Cardiovascular; Dermatological; Male sexual dysfunction; Prostate disorders; Urological; Muscle relaxant; Musculoskeletal; Analgesic, other; Antidepressant; Antimigraine; Neurological; Ophthalmological, other",Iv
,,1,,"Injections of BTX-A (Botox) were given into the parotid (25-40 units) and submandibular (15-30 units) glands with ultrasonographic guidance. After BTX-A treatment, the patients were followed for 2 months with evaluations every second week by means of self-assessed rating scales for drooling intensity, discomfort and treatment effect, and determination of unstimulated whole saliva (UWS) flow rate, and inorganic and organic UWS composition. The treatment was repeated up to four times.",TrialTroveID-140851,,,Unspecified,140851,onabotulinumtoxinA (IM),Acetylcholine release inhibitor,"Stomatological; Cardiovascular; Dermatological; Male sexual dysfunction; Prostate disorders; Urological; Muscle relaxant; Musculoskeletal; Analgesic, other; Antidepressant; Antimigraine; Neurological; Ophthalmological, other",Iv
,,1,,Patients received botulinum toxin A (Botox) injection into the parotid glands.,TrialTroveID-079862,,,Unspecified,79862,onabotulinumtoxinA (IM),Acetylcholine release inhibitor,"Stomatological; Cardiovascular; Dermatological; Male sexual dysfunction; Prostate disorders; Urological; Muscle relaxant; Musculoskeletal; Analgesic, other; Antidepressant; Antimigraine; Neurological; Ophthalmological, other",Iv
,,1,,"Product name: Botox Pharmaceutical form: Powder for solution for injection Routes of administration: Percutaneous use Product name: Atropin Pharmaceutical form: Eye drops, solution Routes of administration: Sublingual use The study period was 3 weeks without treatment, 4 weeks with atropine eyedrop solution 10 mg/mL one drop a day followed by 4 weeks of one drop twice a day.",132998 EudraCT Number: 2007-003017-14 TrialTroveID-169479,,,Unspecified,169479,"onabotulinumtoxinA (IM) atropine sulfate, Alcon",Acetylcholine release inhibitor Muscarinic receptor antagonist,"Stomatological; Cardiovascular; Dermatological; Male sexual dysfunction; Prostate disorders; Urological; Muscle relaxant; Musculoskeletal; Analgesic, other; Antidepressant; Antimigraine; Neurological; Ophthalmological, other Ophthalmological, antiglaucoma",Iv
,,0,,Patients will be self administrated with 4 capsules(1200mg)- (300mg/capsule) ONO-2506PO at each dosing time.,EudraCT Number: 2004-002912-27 ONO-2506PO E011 TrialTroveID-336561,,,Unspecified,336561,ONO-2506PO,Unidentified pharmacological activity,Antiparkinsonian; Neuroprotective,Ii
riluzole,Dopamine receptor agonist; Glutamate antagonist; Voltage-gated sodium channel antagonist,0,sodium voltage-gated channel alpha subunit 5,"Arm1 Experimental:ONO-2506PO in the presence of Riluzole Assigned Interventions Drug: ONO-2506PO,1200mg QD / 5 years Open label phase; Patients who were allocated to ONO-2506PO in the ONO-2506POE014 study will be offered entry into the open label phase of ONO-2506POE015 study and will continue to take 1200 mg of ONO-2506PO for the duration of their participation in the study, in the presence of stable standard Riluzole therapy. Patients who were allocated to placebo in ONO-2506POE014 study will be withdrawn from ONO-2506POE015 study, but will continue to be followed up by their site with standard care.",EudraCT Number: 2007-004723-37 NCT00694941 ONO-2506POE015 TrialTroveID-091503,,Antiparkinsonian; Antipsychotic; Neuroprotective,Unspecified,91503,ONO-2506PO,Unidentified pharmacological activity,Antiparkinsonian; Neuroprotective,Ii
riluzole,Dopamine receptor agonist; Glutamate antagonist; Voltage-gated sodium channel antagonist,0,sodium voltage-gated channel alpha subunit 5,12 month study Patients received either ONO-2506PO/CEREACT 1200 mg/day orally once daily or placebo for a year.,2506PO/EU0106 N0059122206 TrialTroveID-079013,,Antiparkinsonian; Antipsychotic; Neuroprotective,Unspecified,79013,ONO-2506PO,Unidentified pharmacological activity,Antiparkinsonian; Neuroprotective,Ii
riluzole,Dopamine receptor agonist; Glutamate antagonist; Voltage-gated sodium channel antagonist,0,sodium voltage-gated channel alpha subunit 5,12 month treatment period. No. of Arms: 2 Arm 1: Experimental: ONO-2506PO in the presence of Riluzole Drug: ONO-2506PO Assigned Interventions: Drug: ONO-2506PO: 1200 mg QD / 18 months. Arm 2: Placebo Comparator: Placebo in the presence of Riluzole Assigned Interventions: Drug: ONO-2506PO: 0 mg QD / 18 months.,EudraCT Number: 2006-002660-26 NCT00403104 NL15677.041.06 ONO-2506POE014 SIRONA TrialTroveID-078967,,Antiparkinsonian; Antipsychotic; Neuroprotective,Unspecified,78967,ONO-2506PO,Unidentified pharmacological activity,Antiparkinsonian; Neuroprotective,Ii
,,0,,"KP-100IT (for 32 patients) or placebo (for 14 patients) was administered intrathecally once every two weeks. Number of Arms: 3 Arm1: 24 weeks repeated intrathecal administration of KP-100IT at 2 mg (once per 2 weeks, double blind period). Arm2: 24 weeks repeated intrathecal administration of placebo (once per 2 weeks, double blind period). Arm3: 24 weeks repeated-intrathecal administration of KP-100IT at 2 mg (once per 2 weeks, continuing open label period).",TrialTroveID-279278 UMIN000022050,,,hepatocyte growth factor,279278,oremepermin alfa (intrathecal),Hepatocyte growth factor agonist,"Antiulcer; Recombinant growth factor; Vulnerary; Reformulation, modified-release, other; Urological; Neuroprotective",Ii
,,0,,"No. of arms: 5 Interventions/Control_1: Single intrathecal infusion of KP-100IT at the low dose Interventions/Control_2: Single intrathecal infusion of KP-100IT at the middle dose Interventions/Control_3: Single intrathecal infusion of KP-100IT at the high dose Interventions/Control_4: Multiple intrathecal infusion of KP-100IT at the middle dose Interventions/Control_5: Multiple intrathecal infusion of KP-100IT at the high dose Patients will receive single dose and multiple doses of recombinant human Hepatocyte Growth Factor (rhHGF). The regimen was a single injection of 3 escalating doses (0.2, 0.6, and 2.0 mg/body) in 9 subjects followed by 2 doses (0.6 and 2.0 mg/body) repeated 5 times at 1-week intervals in 6 subjects (3 subjects/group).",JPRN-UMIN000007062 TrialTroveID-149387 UMIN000007062,,,hepatocyte growth factor,149387,oremepermin alfa (intrathecal),Hepatocyte growth factor agonist,"Antiulcer; Recombinant growth factor; Vulnerary; Reformulation, modified-release, other; Urological; Neuroprotective",I
,,1,,"No. of Arms: 2 Patients will be taken oxytocin and then placebo Arm 1: 24 IU Oxytocin administered for 1 week, followed by a 1 week washout period and then placebo administered for 1 week Arm 2: Placebo administered for 1 week, followed by a 1 week washout period and then 24 IU Oxytocin administered for 1 week Intervention period: one week Washout period: one week",ACTRN12618001807246 TrialTroveID-336701 U1111-1218-4356,,,,336701,oxytocin (intranasal),Oxytocin receptor agonist,Neurological,Iii
,,0,,"Number of arms: 2 Arm 1: Experimental: Intranasal Oxytocin Participants will be randomized to receive 72 IU intranasal oxytocin on either study visit 2 or 3 Assigned Interventions: Drug: Intranasal oxytocin Oxytocin can be given intravenously (with a needle) or intranasally (a spray into the nose). The intravenous form of drug is approved by Health Canada for use in pregnancy. The intranasal formulation is not currently approved for use by Health Canada, but is used in Europe to induce labour in pregnant women or aid lactation (breastfeeding). Participants will be randomized to receive 72 IU intranasal oxytocin on either study visit 2 or 3. Other Name: Syntocinon Arm 2: Placebo Comparator: Saline Nasal Mist Participants will be randomized to receive intranasal saline mist (placebo) on opposite visits from the interventional drug visit 2 or 3 Assigned Interventions: Drug: Saline Nasal Mist Participants will be randomized to receive placebo on either study visit 2 or 3. Other Name: Placebo",FTDOXY13EF IEMO NCT01937013 R-13-270 TrialTroveID-231106,,,,231106,oxytocin (intranasal),Oxytocin receptor agonist,Neurological,Ii
,,0,,Number of arms: 3 Arm 1: Experimental: Low Dose Assigned Interventions: Drug: Syntocinon Intranasal Oxytocin Other Name: Intranasal Oxytocin Arm 2: Experimental: Medium Dose Assigned Interventions: Drug: Syntocinon Intranasal Oxytocin Other Name: Intranasal Oxytocin Arm 3: Experimental: High Dose Assigned Interventions: Drug: Syntocinon Intranasal Oxytocin Other Name: Intranasal Oxytocin,FOXY FTDOXY17EF NCT03260920 TrialTroveID-307719,,,oxytocin receptor,307719,"oxytocin (nasal spray), Turing Pharmaceuticals",Oxytocin receptor agonist,Hormone; Antipsychotic; Neurological,Ii
,,0,,Patients will receive Syntocinon Nasal spray.,EudraCT Number: 2018-000143-12 ORBIS-DE-UNIBO001 TrialTroveID-473607,,,,473607,"oxytocin, unspecified",Oxytocin receptor agonist,Hormone,Ii
,,0,,"Number of arms: 4 Arm 1: Experimental: Oxytocin 24IU Oxytocin 24 IU administered intranasally twice daily for 1 week Assigned Interventions: Drug: oxytocin Patients will be randomized to receive intranasal oxytocin or placebo in a dose escalation paradigm with three dose cohorts: 24IU, 48IU and 72IU of intranasal oxytocin twice daily for 1 week Arm 2: Experimental: Oxytocin 48 IU 48 IU of intranasal oxytocin administered twice daily for 1 week Assigned Interventions: Drug: oxytocin Patients will be randomized to receive intranasal oxytocin or placebo in a dose escalation paradigm with three dose cohorts: 24IU, 48IU and 72IU of intranasal oxytocin twice daily for 1 week Arm 3: Experimental: 72 IU oxytocin 72 IU of intranasal oxytocin administered twice daily for 1 week Assigned Interventions: Drug: oxytocin Patients will be randomized to receive intranasal oxytocin or placebo in a dose escalation paradigm with three dose cohorts: 24IU, 48IU and 72IU of intranasal oxytocin twice daily for 1 week Arm 4: Placebo Comparator: Saline nasal spray Assigned Interventions: Drug: oxytocin Patients will be randomized to receive intranasal oxytocin or placebo in a dose escalation paradigm with three dose cohorts: 24IU, 48IU and 72IU of intranasal oxytocin twice daily for 1 week Drug: Saline Nasal Mist Placebo arm wil receive saline nasal mist sprays matched in number to oxytocin dose cohorts",17783 FTDOXY10EF NCT01386333 R-11-232 TrialTroveID-226952,,,,226952,"oxytocin, unspecified",Oxytocin receptor agonist,Hormone,I
riluzole,Dopamine receptor agonist; Glutamate antagonist; Voltage-gated sodium channel antagonist,0,sodium voltage-gated channel alpha subunit 5,"A 48-week study. Number of Arms: 2 Arm1: Experimental: Ozanezumab IV Administered by IV route. Treatment period - 48 Weeks Assigned Interventions: Drug: Ozanezumab Ozanezumab injection solution Arm 2: Placebo Comparator: Placebo Normal saline by IV route. Treatment period - 48 weeks Assigned Interventions: Drug: Placebo Normal saline (0.9% sodium chloride) infusion Following a screening period of up to four weeks, eligible subjects will be randomised (1:1) to receive IV placebo or 15 milligram (mg)/ kilogram (kg) IV ozanezumab every 2 weeks for a period of 48 weeks with a follow-up visit around 14 weeks after the last infusion. Subjects will be treated with GSK1223249. Participants will receive either ozanezumab or placebo (salt water solution) in addition to their usual treatment. It will be given through a drip into a vein (an infusion) every 2 weeks. The first 20 participants will enrol into Part A of the study. Enrolment into Part B will only start once participants in Part A have completed 4 infusions and the results analysed. Part A: Weekly visits for 4 weeks, including 2 overnight stays in hospital to monitor blood pressure and heart rate (vital signs) and heart activity via electrocardiogram (ECG). Visits will then be every 2 weeks and will include at least 3 hours monitoring in hospital. Part B: 2-weekly visits with at least 3 hours monitoring in hospital. Participants will receive study treatment for 48 weeks. After week 48, participants will be asked to return at week 60 for a final follow-up visit.",112 264 112264 DeNDRoN 083 GSK EudraCT Number: 2012-003349-13 JapicCTI-132047 NCT01753076 NL42366.041.12 NOG112264 TrialTroveID-159001 UKCRN ID: 12921,,Antiparkinsonian; Antipsychotic; Neuroprotective,reticulon 4,159001,ozanezumab,Nogo receptor antagonist,"Monoclonal antibody, humanized; Multiple sclerosis treatment; Neuroprotective",Ii
,,0,,"Number of arms: 2 Arm 1: Experimental: Subjects receiving GSK1223249 Eligible subjects will receive sequential dose of intravenous infusion of GSK1223249 with a starting dose of 0.01 milligram per kilogram followed by 0.1, 0.5, 1, 2.5, 5, 7.5, and 15 milligrams per kilograms. Assigned Interventions: Drug: GSK1223249 I.V Infusion Arm 2: Placebo Comparator: Subjects receiving placebo Eligible subjects will receive intravenous infusion of placebo. Assigned Interventions: Drug: PLACEBO Placebo In Part 1, single escalating intravenous (i.v.) doses of GSK1223249 are planned to be evaluated in 5 sequential patient cohorts (2 placebo and 6 active in each cohort) to determine single dose safety and pharmacokinetics (PK). Part 2 will also be of a sequential dose escalating design, but patients in each of the planned 3 cohorts (3 placebo, 9 active in each cohort) will receive 2 repeat i.v. doses approximately 4 weeks apart where, safety and PK will also be evaluated. In two cohorts in Part 1 and all cohorts in Part 2, blood samples and skeletal muscle biopsies will be taken from patients before and at the end of treatment to demonstrate whether or not GSK1223249 binds to its target and produces any measurable pharmacodynamic effect. Patients in both parts will receive their first dose in a hospital-based unit where they will be monitored for at least 24 hours post-dose before being discharged to be followed on an out-patient basis. In each cohort in part 1, the first four subjects will be dosed in a staggered manner such that only one will receive the dose in any 24 hours. Dosing of the first four subjects in the first cohort of part 2 will also be staggered in a similar manner. Seventy-six patients with ALS were randomized 3:1 (active: placebo) and enrolled into 8 cohorts, subdivided into 2 parts. In Part 1, single escalating intravenous (i.v.) doses of GSK1223249 were evaluated in 5 sequential patient cohorts (0.01 to 15 mg/kg, n = 8/ cohort), whilst in Part 2 patients in each of the 3 cohorts received 2 repeat i.v. doses approximately 4 weeks apart (0.5 to 15 mg/kg per dose, n = 12/cohort). The admission will involve a night residency in GDRU on the day before dosing. Following dosing patients will be monitored for at least 24hrs in part 1 and first dose in part 2. They will be monitored for at least 6 hours following second dose in part 2. In Part 1, 40 subjects were randomized (3:1) to receive single dose intravenous ozanezumab (0.01, 0.1, 1, 5, or 15 mg/kg) or placebo. In Part 2, 36 subjects were randomized (3:1) to receive two repeat doses of intravenous ozanezumab (0.5, 2.5, or 15 mg/kg) or placebo, approximately 4 weeks apart. In Part 1, escalating single doses (SD) of ozanezumab (0.01, 0.1, 1, 5, or 15 mg/kg administered intravenously [IV]), were evaluated in five sequential subject cohorts (8 subjects per cohort, randomized 3:1 to receive ozanezumab or placebo). Part 2 was also of a sequential dose-escalating design: 36 subjects across three cohorts (12 subjects per cohort) were randomized (3:1) to receive two repeat doses (RD) of ozanezumab (0.5, 2.5, or 15 mg/kg administered IV) or placebo, approximately 4 weeks apart. IV infusions were given over 60 minutes except for the 0.01 mg/kg dose, which was given over 11.2 minutes. Number of arms: 2 Arm 1: Active: Experimental Assigned Interventions :Drug: GSK1223249 I.V Infusion Arm 2: Placebo: Placebo Comparator Assigned Intervention :Drug: Placebo Placebo In Part 1, single escalating intravenous (i.v.) doses of GSK1223249 are planned to be evaluated in 5 sequential patient cohorts (2 placebo and 6 active in each cohort) to determine single dose safety and pharmacokinetics (PK). Part 2 will also be of a sequential dose escalating design, but patients in each of the planned 3 cohorts (3 placebo, 9 active in each cohort) will receive 2 repeat i.v. doses approximately 4 weeks apart where, safety and PK will also be evaluated. In two cohorts in Part 1 and all cohorts in Part 2, blood samples and skeletal muscle biopsies will be taken from patients before and at the end of treatment to demonstrate whether or not GSK1223249 binds to its target and produces any measurable pharmacodynamic effect. Patients in both parts will receive their first dose in a hospital-based unit where they will be monitored for at least 24 hours post-dose before being discharged to be followed on an out-patient basis. In each cohort in part 1, the first four subjects will be dosed in a staggered manner such that only one will receive the dose in any 24 hours. Dosing of the first four subjects in the first cohort of part 2 will also be staggered in a similar manner. Seventy-six patients with ALS were randomized 3:1 (active: placebo) and enrolled into 8 cohorts, subdivided into 2 parts. In Part 1, single escalating intravenous (i.v.) doses of GSK1223249 were evaluated in 5 sequential patient cohorts (0.01 to 15 mg/kg, n = 8/ cohort), whilst in Part 2 patients in each of the 3 cohorts received 2 repeat i.v. doses approximately 4 weeks apart (0.5 to 15 mg/kg per dose, n = 12/cohort). The admission will involve a night residency in GDRU on the day before dosing. Following dosing patients will be monitored for at least 24hrs in part 1 and first dose in part 2. They will be monitored for at least 6 hours following second dose in part 2. In Part 1, 40 subjects were randomized (3:1) to receive single dose intravenous ozanezumab (0.01, 0.1, 1, 5, or 15 mg/kg) or placebo. In Part 2, 36 subjects were randomized (3:1) to receive two repeat doses of intravenous ozanezumab (0.5, 2.5, or 15 mg/kg) or placebo, approximately 4 weeks apart. To ensure tolerability before proceeding, the first four subjects in all cohorts of Part 1and the first cohort of Part 2 received treatment on consecutive days, so that only one subject was randomized and dosed within any 24-hour period. Dosing of all other subjects was not staggered. The follow-up period was at least 12 weeks for all subjects. Subjects in Part 2 were followed-up for 16 weeks and subjects The follow-up period was at least 12 weeks for all subjects. Subjects in Part 2 were followed-up for 16 weeks and subjects receiving 15 mg/kg ozanezumab were followed-up for immunogenicity for 16–20 weeks.",111330 DeNDRoN 036 EudraCT Number: 2008-005040-16 FTIH NOG111330 MREC N°: 09/H0804/1 NCT00875446 NOG111330 NOGO-A NOGO111330 TrialTroveID-106808 UKCRN ID: 6600,,,reticulon 4,106808,ozanezumab,Nogo receptor antagonist,"Monoclonal antibody, humanized; Multiple sclerosis treatment; Neuroprotective",Iii
,,0,,"Number of Arms: 3 Arm 1: Experimental: Cohort 1 Drug: PBFT02 Dose 1: 3.3 x 10^10 GC/g* Single dose of PBFT02, via intra cisterna magna *GC/g: gene copy per gram of estimated brain weight Intervention/treatment: Drug: PBFT02 PBFT02 ARM 2: Experimental: Cohort 2 Drug: PBFT02 Dose 2: 1.1 x 10^11 GC/g* Single dose of PBFT02, via intra cisterna magna *GC/g: gene copy per gram of estimated brain weight Intervention/treatment: Drug: PBFT02 PBFT02 Arm 3: Experimental: Optional Cohort 3 Drug: PBFT02 Dose 3: 2.2 x 10^11 GC/g* Single dose of PBFT02, via intra cisterna magna *GC/g: gene copy per gram of estimated brain weight Intervention/treatment: Drug: PBFT02 PBFT02 Two dose levels of PBFT02 will be studied in patients with FTD-GRN. The study will sequentially enroll 2 cohorts. An optional third dose level cohort may be enrolled based on the results of the first two cohorts. This is a 5-year study, with a 2-year main study, followed by a 3-year safety extension.",EudraCT Number: 2020-004499-17 FTD-GRN NCT04747431 PBFT02-001 TrialTroveID-374688 upliFT-D,,,granulin precursor,374688,PBFT-02,PC cell-derived growth factor agonist,Gene therapy; Cognition enhancer; Neuroprotective,Iii
,,0,,,LCKY2016-58 NCT03085706,,,,298030,PBMC autotransplantation,,,(N/A)
,,0,,Number of Arms: 2 Arm 1: Experimental: PEA-LUT PEA-LUT administration at the oral dosage of 700 mg x 2/day for 24 weeks Intervention/treatment: Dietary Supplement: PEA-LUT PEA-LUT administration at the oral dosage of 700 mg x 2/day Arm 2: Placebo Comparator: PLACEBO PLACEBO administration at the oral dosage of 700 mg x 2/day for 24 weeks Intervention/treatment: Dietary Supplement: PLACEBO PLACEBO administration at the oral dosage of 700 mg x 2/day Co-ultramicronized Palmythoilethanolamide combined with Lutheoline oral suspension at the dosage of 700 mg+ 70 mg twice every day or placebo were administered for 24 weeks.,NCT04489017 PEA-FTD SPE.107 TrialTroveID-380926,,,,380926,PEA-LUT,,Cognition enhancer; Neuroprotective,Ii
,,0,,"Number of Arms: 2 Arm 1: Experimental: 1,080 mg pegcetacoplan (APL-2) administered subcutaneously twice weekly Intervention/treatment Drug: Pegcetacoplan (APL-2) Complement (C3) Inhibitor Arm 2: Placebo Comparator: Placebo administered subcutaneously twice weekly Intervention/treatment Other: Placebo Sterile solution of equal volume to active arm Participants will be randomized in a 2:1 ratio to receive pegcetacoplan or placebo while continuing to receive their existing standard of care treatment for ALS. After one year, all patients in the study will receive pegcetacoplan. To reduce the burden on people living with ALS and their caregivers, the trial has been designed to minimize the number of in-clinic visits, with approximately six clinic visits in the first year and four in the open-label second year. Following the placebo-controlled period, all patients will have the option to receive pegcetacoplan in an open-label period for an additional 52 weeks.",APL2-ALS-206 EudraCT Number: 2019-003797-10 jRCT2031230170 MERIDIAN NCT04579666 NL74696.041.20 TrialTroveID-386281,,,complement C3,386281,pegcetacoplan (SC),Complement C3 convertase inhibitor; Complement factor inhibitor,"Antianaemic; Haematological; Urological; Neuroprotective; Ophthalmological, other",Ii
riluzole,Dopamine receptor agonist; Glutamate antagonist; Voltage-gated sodium channel antagonist,0,sodium voltage-gated channel alpha subunit 5,"Patients were randomly assigned to treatment with placebo or 1.2 g pentoxifylline daily. Patients received pentoxifylline (400 mg three times daily) as add-on therapy in addition to riluzole (50 mg twice daily) compared to placebo, over an 18 month period.",N0059115937 TrialTroveID-079170,,Antiparkinsonian; Antipsychotic; Neuroprotective,Unspecified,79170,"pentoxifylline, ExonHit",Unidentified pharmacological activity,Neuroprotective,Ii
,,0,,"Number of arms: 1 Arm-1: Experimental: Fycompa Intervention/treatment : Drug: Fycompa Dose will be increased by 2mg/day increments every one week to reach a maximum dose of 8 mg/day. Treatment phase will be stable dose for 12 weeks then followed by washout period over 2 weeks. Other Name: Perampanel In titration phase, perampanel dose will be increase by 2mg/day increments every one week to reach a maximum dose of 8 mg/day; reaching the maximum dose in four weeks. Treatment phase will be followed by washout period during which, dose will be tapered by 2mg/day every 5 days (over total of 15 days).",IM.JS.03 NCT03377309 TrialTroveID-314973,,,glutamate ionotropic receptor AMPA type subunit 1,314973,perampanel,AMPA receptor antagonist,"Symptomatic antidiabetic; Analgesic, other; Antiepileptic; Antimigraine; Antiparkinsonian; Multiple sclerosis treatment; Neurological",Ii
,,0,,Once daily perampanel with dose escalation from 2mg to 8mg.,TrialTroveID-297732 UMIN000026221,,,glutamate ionotropic receptor AMPA type subunit 1,297732,perampanel,AMPA receptor antagonist,"Symptomatic antidiabetic; Analgesic, other; Antiepileptic; Antimigraine; Antiparkinsonian; Multiple sclerosis treatment; Neurological",I
,,1,,Number of arms: 2 Arm-1: Experimental: perampanel perampanel 2mg QD for 2 weeks perampanel 4mg QD for 2 weeks perampanel 6mg QD for 2 weeks perampanel 8mg QD for 30 weeks Assigned Interventions: Drug: Perampanel Other Name: Fycompa Arm-2: Placebo Comparator: placebo placebo 1 tablet QD for 2 weeks placebo 2 tablets QD for 2 weeks placebo 3 tablets QD for 2 weeks placebo 4 tablets QD for 2 weeks Assigned Interventions: Drug: Placebo Oral Tablet This study will consist of two treatments arms: perampanel and matching placebo randomized at a 1:1 ratio. Subjects will receive medication for 9 months.,Eisai-01 NCT03020797 TrialTroveID-294165,,,glutamate ionotropic receptor AMPA type subunit 1,294165,perampanel,AMPA receptor antagonist,"Symptomatic antidiabetic; Analgesic, other; Antiepileptic; Antimigraine; Antiparkinsonian; Multiple sclerosis treatment; Neurological",Iv
,,0,,"Number of arms: 3 Arm-1: Experimental: Perampanel 4mg Once daily 4mg of perampanel with dose-escalation tolerable from 2mg to 4mg for 48 weeks Assigned Interventions: Drug: Perampanel Other Name: non-competitive AMAP antagonist Arm-2: Experimental: Perampanel 8mg Once daily 8mg of perampanel with dose-escalation tolerable from 2mg to 8mg for 48 weeks Assigned Interventions: Drug: Perampanel Other Name: non-competitive AMAP antagonist Arm-3: Placebo Comparator: Placebo Once daily placebo for control for 48 weeks Assigned Interventions: Drug: placebo Patients were randomly assigned in a 1:1:1 ratio to receive placebo, 4 mg perampanel daily, or 8 mg perampanel daily.",A2016-J000-001 NCT03019419 TrialTroveID-294056 UMIN000025614,,,glutamate ionotropic receptor AMPA type subunit 1,294056,perampanel,AMPA receptor antagonist,"Symptomatic antidiabetic; Analgesic, other; Antiepileptic; Antimigraine; Antiparkinsonian; Multiple sclerosis treatment; Neurological",Ii
,,0,,Number of arms-3 Arm 1 Experimental: Low dose Perampanel 4mg PO x1 Intervention/treatment Drug: Perampanel Oral tablet Other Name: Fycompa Arm 2 Placebo Comparator: Placebo Receiving placebo Intervention/treatment Other: Placebo Placebo (not drug) Arm 3 Experimental: High dose Perampanel 8 mg PO x1 Intervention/treatment Drug: Perampanel Oral tablet Other Name: Fycompa,17-002396 NCT03793868 TrialTroveID-340225,,,glutamate ionotropic receptor AMPA type subunit 1,340225,perampanel (tablet) transcranial magnetic stimulation (TMS),AMPA receptor antagonist Not applicable,"Symptomatic antidiabetic; Analgesic, other; Antiepileptic; Antimigraine; Antiparkinsonian; Multiple sclerosis treatment; Neurological Antidepressant",I
,,0,,Number of Arms: 1 Rehabilitation Arm Participants will participate in outpatient physical and/or occupational therapies while participating in the tofersen early access program (EAP) Behavioral: Rehabilitation Particapants currently receiving tofersen treatment will be referred to outpatient physical and/or occupational therapy. Other Names: physical therapy occupational therapy,202208170 NCT05725759 TrialTroveID-459178,,,superoxide dismutase 1,459178,physical therapy tofersen,Not applicable Superoxide dismutase-1 inhibitor,Miscellaneous Antisense therapy; Neuroprotective,Ii
,,1,,Number of Arms: 1 Arm 1: Experimental: Pimavanserin Intervention: Drug: Pimavanserin PD related Psychosis,212028 NCT05357612 TrialTroveID-431238,,,5-hydroxytryptamine receptor 2A,431238,pimavanserin tartrate,5 Hydroxytryptamine 2A receptor antagonist,Antidepressant; Antipsychotic; Cognition enhancer; Hypnotic/Sedative; Neurological,Iv
,,1,,"Number of Arms: 2 Arm1: Experimental: Drug - Pimavanserin Assigned Intervention/treatment: Drug: Pimavanserin Pimavanserin 34 mg total daily dose, tablets, once daily by mouth (provided as two 17 mg NUPLAZID tablets) Arm2: Placebo Comparator: Placebo Assigned Intervention/treatment: Drug: Placebo Placebo, tablets, once daily by mouth (provided as two placebo tablets)",ACP-103-046 EudraCT Number: 2017-003536-36 NCT03575052 PMC 3069-2 Study 046 TrialTroveID-327273,,,5-hydroxytryptamine receptor 2A,327273,pimavanserin tartrate,5 Hydroxytryptamine 2A receptor antagonist,Antidepressant; Antipsychotic; Cognition enhancer; Hypnotic/Sedative; Neurological,Iii
,,1,,"Number of Arms: 2 Arm 1: Placebo Comparator: Placebo Assigned Intervention: Drug: Placebo Placebo, tablets, once daily by mouth Arm2: Experimental: Drug - Pimavanserin Assigned Intervention: Drug: Pimavanserin 34 mg Pimavanserin 34 mg total daily dose, tablets, once daily by mouth Drug: Pimavanserin 20 mg Pimavanserin 20 mg total daily dose, tablets, once daily by mouth Patients will be treated with pimavanserin 34 mg once daily in an open-label stabilization period for 12weeks. Dose reduction to 20 mg once daily will be allowed if clinically justified. Following the 12-week stabilization period, patients who meet pre-specified criteria for treatment response will then be randomized into the double-blind period of the study to continue their pimavanserin dose (34 mg or 20 mg per day) or be switched to placebo and followed for up to 26 weeks or until a relapse of psychosis occurs.",ACP-103-045 EudraCT Number: 2017-002227-13 HARMONY NCT03325556 TrialTroveID-301631,,,5-hydroxytryptamine receptor 2A,301631,pimavanserin tartrate,5 Hydroxytryptamine 2A receptor antagonist,Antidepressant; Antipsychotic; Cognition enhancer; Hypnotic/Sedative; Neurological,Iii
