Disease,reached_phase_3_plus,Trial Title,Therapeutic Area,Record URL,Protocol/Trial ID,Trial Status,MeSH Term,Trial.ID,Study Keywords,Trial Objective,Study Design,Trial Phase,Record Type,biomarker_diagnostic,biomarker_predictive,biomarker_prognostic,biomarker_predisposing,biomarker_total_uses,biomarker_count,has_neurofilament,has_nfl,has_tau,has_tdp-43,has_sod1,has_c9orf72,has_creatinine,has_albumin,has_inflammatory,Trial Outcomes,endpoint_efficacy,endpoint_safety,endpoint_functional,endpoint_biomarker,endpoint_survival,endpoint_pharmacokinetic,endpoint_total_categories,endpoint_primary_category,outcome_positive,outcome_negative,outcome_terminated,outcome_completed
Unassigned,0,"A Monocentric, Controlled, Open Label, Phase I, First-in-human Trial to Investigate the Regional Distribution of [18F]RoSMA-18-d6 in the Brain and Spinal Cord to Assess Cannabinoid Type 2 Receptor (CB2R) Expression in Healthy Volunteers and Patients With Amyotrophic Lateral Sclerosis (ALS) by Positron Emission Tomography (PET)",Unassigned,https://clinicalintelligence.citeline.com/trials/details/471497?qId=da896876-a29f-4f89-8e03-cde11c10782a,18F-RoSMALS NCT05880563,Planned,Amyotrophic Lateral Sclerosis; Motor Neuron Disease; Sclerosis,471497,,"This Clinical Trial Is A Phase 1 Study In Which Investigations With The Weakly Radioactive Substance [18F]-Rosma-18-D6 Are Being Carried Out For The First Time. This Radiolabeled Substance Will Be Used To Study A Specific Protein In The Brain And Spinal Cord Of Patients With Als And Healthy Individuals. This Particular Protein, The Cannabinoid Type 2 Receptor, Is Thought To Play A Role In The Disease Process Of Als. Furthermore, It Is Assumed That This Protein Is Found More Frequently In The Brain And Spinal Cord Of Patients With Als Compared To Healthy Individuals. The Following Questions Will Be Answered By This Clinical Trial. 1. Is This Protein Found, As Suspected, Increased In The Brain And Spinal Cord Of Als Patients Compared To Healthy Individuals ? 2. Does The Amount Of This Protein Change During The Course Of The Disease? 3. Are There Any Correlations Between The Observed Changes In The Amount Of Protein And The Assessment Of The Course Of The Disease?","Allocation : Non-Randomized Intervention Model : Parallel Assignment Intervention Model Description : This Is A Controlled, Open-Label, First In Man Study To Evaluate The Regional Distribution And Brain-Kinetics Of [18F]Rosma-18-D6 In Als Patients (N=20) And Healthy Volunteers (N=10). Als Patients Will Get Two Imaging Sessions With [18F]Rosma-18-D6 Pet/Ct And Mri-Scans One Year Apart. Healthy Volunteers Will Get Only One Pair Of [18F]Rosma-18-D6 Pet/Ct And Mri Scans Masking : None (Open Label) Primary Purpose : Basic Science",I,Registry Only,1,0,1,1,3,2.0,0,0,0,0,0,0,0,0,0,,5,0,0,0,0,1,6,EFFICACY,0,0,0,0
Unassigned,0,Microglial Activation Role In ALS (MARIA),Unassigned,https://clinicalintelligence.citeline.com/trials/details/254890?qId=da896876-a29f-4f89-8e03-cde11c10782a,MARIA NCT02405403 PHAO-13-PC/MARIA,Terminated,Amyotrophic Lateral Sclerosis; Motor Neuron Disease; Sclerosis,254890,,"Brief Summary: Neuroinflammation, Characterized In Particular By Microglia Activation, Is An Essential Component Of Amyotrophic Lateral Sclerosis (Als) Pathogenesis. Translocator Protein (Tspo) Is Recognized As A Specific And Sensitive Biomarker Of Neuroinflammation, Reflecting Disease Activity. An Experimental Radiopharmaceutical Specific Of Tspo Expression, Namely [18F]Dpa714, Allow To Quantify This Microglial Activation Using Positon Emission Tomography (Pet) Imaging. The Purpose Of This Study Is To Longitudinally Correlate The Spatial Distribution Of Neuroinflammation With The Pro- Or Anti-Inflammatory State Of Activated Microglia Cells In Als, In Order To Evaluate Neurotoxic Or Neuroprotective Microglia Activity, By Complementary Approaches In 20 Als Patients: - In Vitro: Measuring Concentrations Of Several Pro- And Anti-Inflammatory Cytokines Secreted By Microglial Cells In The Cerebrospinal Fluid (Csf). - In Vivo: [18F]Dpa714 Pet Imaging. These Assays Will Be Performed In The Framework Of The Clinical Follow-Up Of Als Patients, At The Diagnosis Of Als Disease And 6 Months Latter.",,(N/A),Registry Only,1,1,1,1,4,2.0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,2,2,PHARMACOKINETIC,0,0,0,0
Unassigned,0,Evaluation of Microglial Activation Using the PET Imaging Ligand [18F]PBR06 in Patients With Amyotrophic Lateral Sclerosis Compared to Healthy Volunteers,Unassigned,https://clinicalintelligence.citeline.com/trials/details/345363?qId=da896876-a29f-4f89-8e03-cde11c10782a,[18F]PBR06 NCT03876002,Completed,Amyotrophic Lateral Sclerosis; Motor Neuron Disease; Sclerosis,345363,,"Brief Summary: The Overall Goal Of This Protocol Is To Evaluate Microglial Activation In The Brain Using [18F]Pbr06 In Patients With Amyotrophic Lateral Sclerosis (Als). Detailed Description: The Overall Goal Of This Protocol Is To Evaluate Microglial Activation In The Brain Using [18F]Pbr06 In Patients With Amyotrophic Lateral Sclerosis (Als). The Specific Objectives Are: - To Measure The Dynamic Uptake And Washout Of [18F]Pbr06 (Peripheral Benzodiazepine Receptor-06) In Brain Using Positron Emission Tomography (Pet) In Patients With Als And Healthy Volunteers (Hv). - To Evaluate Test/Retest Reliability Of The Tracer Binding Parameters In Patients With Als And Hv. - To Evaluate The Correlation Of [18F]Pbr06 Binding With Als Disease Clinical Severity (Alsfrs-R, Upper Motor Neuron Burden (Umnb) And Ashworth Score), Clinical Disease Sub-Categorization, And Other Clinical Data. - To Perform Kinetic Modeling Using Plasma-Based (Metabolite Corrected Plasma Concentration) Or Reference Region Based Methods Or Simplified Quantification Methods To Assess The Ability Of [18F]Pbr06 Pet To Measure Microglial Activation In Brain. - To Acquire Safety Data Following Injection Of [18F]Pbr06.",,I,Registry Only,1,0,1,1,3,3.0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,UNKNOWN,0,0,0,0
Unassigned,0,Clinical Evaluation of [18F]PI-2620 Positron Emission Computed Tomography for Imaging Tau Protein in Patients With Tauopathies and Healthy Volunteers: Phase 0 Study,Unassigned,https://clinicalintelligence.citeline.com/trials/details/323339?qId=da896876-a29f-4f89-8e03-cde11c10782a,NCT03510572 PI-18001,Completed,"Alzheimer Disease; Aphasia, Primary Progressive; Frontotemporal Dementia; Parkinson Disease; Pick Disease of the Brain",323339,,"Brief Summary: The Overall Goal Of This Imaging Trial Is To Evaluate [18F]Pi-2620, A Tau Targeted Positron Emission Computed Tomography Radioligand, In Individuals With Tauopathies And Healthy Volunteers (Hv).",,(N/A),Registry Only,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,,1,0,0,0,0,0,1,EFFICACY,0,0,0,0
Unassigned,0,First-in-Human Evaluation of an Astrocytic Glutamate Transporter (EAAT2) PET Tracer in the Brains of Healthy Controls and Patients With Dementia.,Unassigned,https://clinicalintelligence.citeline.com/trials/details/432602?qId=da896876-a29f-4f89-8e03-cde11c10782a,13180640 NCT05374278,Open,"Alzheimer Disease; Aphasia, Primary Progressive; Dementia; Frontotemporal Dementia; Pick Disease of the Brain",432602,,"This Is A First In Human Study That Will Assess The Safety And Diagnostic Performance Of [18F]Rp-115 (Fluorine-18 Labeled Rp115), A Positron Emission Tomography (Pet) Agent. This Agent Has The Potential To Identify The Early Changes That Occur In The Brains Of Patients With Alzheimer'S Disease (Ad) And Frontotemporal Dementia (Ftd).",Allocation : Non-Randomized Intervention Model : Parallel Assignment Masking : None (Open Label) Primary Purpose : Diagnostic,Iii,Registry Only,0,0,1,0,1,1.0,0,0,0,0,0,0,0,0,0,,0,13,0,1,0,3,17,SAFETY,0,0,0,0
Unassigned,0,Evaluation of [18F]MNI-777 PET as a Marker of Tau Pathology in Subjects With Clinically Diagnosed Tauopathies in Comparison to Healthy Subjects,Unassigned,https://clinicalintelligence.citeline.com/trials/details/232400?qId=da896876-a29f-4f89-8e03-cde11c10782a,MNI-777 NCT02103894,Completed,"Alzheimer Disease; Aphasia, Primary Progressive; Brain Diseases; Brain Injuries; Brain Injury, Chronic; Dementia; Frontotemporal Dementia; Parkinson Disease; Pick Disease of the Brain; Supranuclear Palsy, Progressive; Tauopathies",232400,,"Brief Summary: The Goal Of This Study Is To Assess [18F]Mni-777 Pet Imaging As A Tool To Detect Tau Pathology In The Brain Of Individuals Who Carry A Clinical Diagnosis Of A Tauopathy, Including: Alzheimer'S Disease (Ad),Parkinson'S Disease (Pd) Progressive Supranuclear Palsy (Psp), Chronic Traumatic Encephalopathy (Cte) And Frontal Temporal Dementia (Ftd) And Age- And Gender-Matched Healthy Subjects.","Endpoint Classification: Safety/Efficacy Study, Intervention Model: Single Group Assignment, Masking: Open Label",I,Registry Only,0,0,1,0,1,2.0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,UNKNOWN,0,0,0,0
Unassigned,0,Positron Emission Tomography Imaging of Human Brain Phospholipid Metabolism in Relation to Age and Disease,Unassigned,https://clinicalintelligence.citeline.com/trials/details/223534?qId=da896876-a29f-4f89-8e03-cde11c10782a,94-N-0205 940205 NCT00001972,Completed,"Alzheimer Disease; Aphasia, Primary Progressive; Brain Neoplasms; Frontotemporal Dementia; Niemann-Pick Disease, Type A; Niemann-Pick Disease, Type C; Niemann-Pick Diseases; Pick Disease of the Brain",223534,,"Brief Summary: The Main Source Of Energy For The Brain Comes From A Combination Of Oxygen And Glucose (Sugar). For Brain Cells To Function Normally They Must Receive A Constant Supply Of These Nutrients. As Areas Of The Brain Become More Active Blood Flow Into And Out Of These Areas Increase. In Addition To Oxygen And Glucose, The Brain Uses Chemical Compounds Known As Phospholipids. These Phospholipids Make Up The Covering Of Nerve Cells That Assist In The Transfer Of Information From Cell To Cell. Without Phospholipids Brain Cell Activity May Become Abnormal And Cause Problems In The Nervous System. Certain Diseases Like Alzheimer'S Disease And Brain Tumors Can Affect Blood Flow To The Brain And Change The Way The Brain Metabolizes Phospholipids. In Addition To Diseases, Changes In The Brain Occur With Normal Healthy Aging. This Study Is Designed To Use Pet Scan To Measure Changes In Blood Flow And Changes In Phospholipid Metabolism. Using This Technique, Researchers Can Improve Their Understanding Of How Certain Diseases Change The Shape And Function Of The Brain. Detailed Description: The Brain Physiology And Metabolism Section (Bpms) Of The National Institute On Aging (Nia) And The Clinical Neuroscience Program (Cnp) Of The National Institute Of Neurological Disorders And Stroke (Ninds) Propose To Study Regional Brain Phospholipid Metabolism In Young And Old Normal Volunteers And In Patients With Alzheimer Disease. The Method To Be Employed, Developed From Animal Studies, Involves The Intravenous Injection Of A Radiolabeled Polyunsaturated Fatty Acid, [11C]Arachidonic Acid And Measuring Regional Brain Radioactivity Using Positron Emission Tomography (Pet). A Mathematical Model Is Used To Calculate Regional Brain Incorporation Coefficients K* Of [11C]Arachidonate Into Brain. These Reflect Brain Signal Transduction And Membrane Turnover Involving Phospholipids And The Signal Transduction And Membrane Turnover Involving Phospholipids And The Activation Of The Enzyme, Phospholipase A2. Pet Also Will Be Used In The Same Subjects To Measure Regional Cerebral Blood Flow (Rcbf), A Marker Of Brain Energy Metabolism, With Radioactive Water ([150]H20). The Literature Reports That Rcbf And Energy Metabolism Decline With Age And Are Markedly Reduced In Alzheimer Disease. We Hypothesize That (A) We Will Be Able To Quantify And Image Incorporation Of [11C]Arachidonate Into The Human Brain For The First Time, (B) In Normal Volunteers, K* For Arachidonate Will Be Correlated On A Regional Basis With Rcbf, (C) Rcbf Will Be Reduced In The Older Compared With The Younger Normal Volunteers, And Markedly Reduced In Alzheimer Disease Patients Compared With The Older Volunteers (Controls), (D) The Normal Coupling (Regression) Relation Between K* And Rcbf Will Be Disturbed In Alzheimer Disease. This Protocol Originally Proposed To Measure Brain Incorporation Of Two Labeled Fatty Acids, [11C]Arachidonate And [11C]Palmitate, As Well As Rcbf, In Young And Old Normal Volunteers, And In Patients With Alzheimer Disease, Niemann-Pick Type C Disease And Brain Tumors. Eleven Patients With Alzheimer Disease Have Been Scanned Using [11C]Arachidonate And [150]H20, Compared With 10 Volunteers. The Current Amendment Proposes To Use Only [11C]Arachidonate And [150]H20 In 16 Additional Normal Volunteers, And To Compare The Results Between Old And Young Groups And Patients With Alzheimer Disease. A Request To Study Only 16 Additional Normal Volunteers Was Approved By The Ninds Irb At The Continuing Review In 1999, And Has Not Changed Since Then.",,(N/A),Registry Only,0,0,1,0,1,2.0,0,0,0,0,0,0,0,0,0,,1,3,0,0,0,0,4,SAFETY,0,0,0,0
Unassigned,0,PiB PET Scanning in Speech and Language Based Dementias,Unassigned,https://clinicalintelligence.citeline.com/trials/details/228826?qId=da896876-a29f-4f89-8e03-cde11c10782a,09-008772 NCT01623284,Completed,"Aphasia; Aphasia, Broca; Aphasia, Primary Progressive; Apraxias; Dementia; Frontotemporal Dementia; Pick Disease of the Brain; Primary Progressive Nonfluent Aphasia",228826,,"Brief Summary: The Study Is Designed To Determine Whether There Are Clinical Features That Can Be Used As Biomarkers To Predict Whether Underlying Alzheimer'S Pathology Is The Cause Of A Speech And Language Based Dementia. The Primary Hypothesis Is That The Proportion Of Patients Who Test Positive For Beta-Amyloid Deposition Will Vary Across Different Speech And Language Based Dementias. Detailed Description: Speech And Language Based Dementias (Slds) (Often Referred To As Primary Progressive Aphasias Or Ppa) Are Neurodegenerative Diseases In Which Speech Or Language Impairments Are The Most Salient Features Of The Disease And Explain Deficits In Activities Of Daily Living. Patients With Slds May Have Poor Grammar, Prominent Anomia, Comprehension Deficits, Speech Production And Articulation Problems, Difficulty With Repetition Of Words Or Sentences, Word Finding Pauses, Or A Combination Of All These Features. The Slds Can Be Further Divided Into Different Subtypes. Up To 50% Of Patients With Slds That Go On To Autopsy Have Shown Alzheimer Type Pathology Where Beta-Amyloid Deposition Is Observed; The Rest Have Pathology Consistent With Frontotemporal Lobar Degeneration Where Beta-Amyloid Deposition Is Absent. Future Disease Modifying Treatments That Target Beta-Amyloid Will Most Likely Differ From Treatments That Do Not Target Beta-Amyloid. As A Consequence, Biomarkers Are Needed To Differentiate Patients With Slds With And Without Beta-Amyloid Deposition. Little Research Has Been Done To Identify Biomarkers That Could Differentiate Patients With Slds With And Without Beta-Amyloid, Mainly Because The Gold Standard To Identify The Presence Of Beta-Amyloid Has Been Pathological Examination, Which Does Not Always Occur, And May Not Occur Until More Than 10 Years After Onset. The Recent Development Of [N-Methyl-11C]2-(4'-Methylaminophenyl)-6-Hydroxybenzothiazole Also Known As 11C Pittsburgh Compound B Or Pib Is A Solution To This Problem Since Pib Allows The In Vivo Detection Of Beta-Amyloid. Unfortunately, Pib Is Very Expensive. The Long Term Goal Of Our Research Is To Develop A Cost Effective Algorithmic Approach To The Evaluation And Diagnosis Of Patients Presenting With Slds. The Objective Of The Studies Outlined In This Proposal Is To Identify Clinical, Neuropsychological, Or Imaging Biomarkers That Are Readily Available, Relatively Inexpensive, And Non-Invasive That Will Allow The Differentiation Of Patients With Slds With And Without Beta-Amyloid Deposition. We Will Use Pib As An Indicator Of Beta-Amyloid Pathology. Our Proposal Is Predicated Upon Our Strong Preliminary Data Showing That Clinical, Neuropsychological And Radiological Features Differ Between Patients With Slds With And Without Beta-Amyloid Deposition. Our Central Hypothesis Is That Temporo-Parietal Lobe Findings Such As Memory Loss, Visuospatial/Perceptual Impairment, Parietal Lobe Atrophy On Magnetic Resonance Imaging (Mri), And Parietal Lobe Hypometabolism On [18-F]-Fluoro-Deoxy-Glucose Positron Emission Tomography (Fdg-Pet), Will Be Associated With Beta-Amyloid Deposition (Pib Positive Status). On-The-Other Hand, Frontal Lobe Features, Such As Apraxia Of Speech And Behavioral And Executive Dysfunction, As Well As Extrapyramidal Features Such As Parkinsonism, Will Be Associated With Absence Of Beta-Amyloid Deposition (Pib Negative Status). The Rationale For Examining These Clinical-Imaging Relationships Is That Successful Predictions Will Provide A Solid Scientific Foundation For The Ultimate Development Of A Cost Effective Algorithm To Guide The Diagnosis Of Slds. Patients Found To Be Eligible And Willing To Enroll In This Study Will Be Asked To Undergo A Neurologic Examination, A Speech Pathology Consultation, Neuropsychometric Testing, An Mri Scan, An Fdg Pet Scan And A Pib Pet Scan Of The Brain. This Will Be Done Over A Period Of Two Days At The Mayo Clinic In Rochester, Mn.","Intervention Model: Single Group Assignment, Masking: Open Label, Primary Purpose: Diagnostic",I,Registry Only,1,0,1,1,3,2.0,0,0,0,0,0,0,0,0,0,,2,0,0,0,0,1,3,EFFICACY,0,0,0,0
Unassigned,0,A Study Evaluating the Imaging Characteristics of Florbetapir 18F (18F-AV-45) in Patients With Frontotemporal Dementia Compared to Patients With Alzheimer's Disease and Normal Controls.,Unassigned,https://clinicalintelligence.citeline.com/trials/details/230737?qId=da896876-a29f-4f89-8e03-cde11c10782a,18F-AV-45-010 NCT01890343,Completed,"Alzheimer Disease; Aphasia, Primary Progressive; Dementia; Frontotemporal Dementia; Pick Disease of the Brain",230737,,Brief Summary: Study 18F-Av-45-010 Is Designed To Evaluate The Cerebral Uptake Of Florbetapir 18F As Measured By Pet Imaging In Frontotemporal Disorder (Ftd) In Comparison To Cognitively Normal Volunteers And Subjects With Alzheimer'S Disease (Ad).,"Allocation: Non-Randomized, Endpoint Classification: Efficacy Study, Intervention Model: Parallel Assignment, Masking: Single Blind (Outcomes Assessor), Primary Purpose: Diagnostic",Ii,Registry Only,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,UNKNOWN,0,0,0,0
Unassigned,1,"Brain Amyloid Imaging With Pittsburgh Compound B in Normal Aging, Mild Cognitive Impairment, and Dementia",Unassigned,https://clinicalintelligence.citeline.com/trials/details/241625?qId=da896876-a29f-4f89-8e03-cde11c10782a,08-005553 NCT00950430 R01AG011378 U01AG006786,Open,"Alzheimer Disease; Aphasia, Primary Progressive; Dementia; Dementia, Vascular; Frontotemporal Dementia; Lewy Body Disease; Pick Disease of the Brain",241625,,"This Is A Prospective, Open Label, Non-Therapeutic, Diagnostic Imaging Study. The Purpose Of This Study Is To Utilize Pittsburgh Compound B Positron Emission Imaging (Pib Pet) To Ascertain The Relationship Between Change In Amyloid Burden Over Time, And Concurrent Change In Clinical Status.",Allocation : N/A Intervention Model : Single Group Assignment Masking : None (Open Label) Primary Purpose : Diagnostic,Iv,Registry Only,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,,2,0,1,0,1,1,5,EFFICACY,0,0,0,0
Unassigned,0,"A Phase 1/2 Study to Evaluate Safety, PK and Biodistribution of an Imaging Agent, 18F-OP-801, After Intravenous Administration to Patients With ALS, Alzheimer's Disease, Multiple Sclerosis, Parkinson's Disease and Healthy Volunteers",Unassigned,https://clinicalintelligence.citeline.com/trials/details/433210?qId=da896876-a29f-4f89-8e03-cde11c10782a,NCT05395624 OP-801-001,Open,Alzheimer Disease; Amyotrophic Lateral Sclerosis; Motor Neuron Disease; Multiple Sclerosis; Parkinson Disease; Sclerosis,433210,,"This Is A Phase 1/2 Study To Evaluate The Safety And Tolerability Of 18F-Op-801 In Subjects With Als, Ad, Ms, Pd And Age-Matched Hvs. 18F-Op-801 Is Intended As A Biomarker For Pet Imaging Of Activated Microglia And Macrophages In Regions Of Neuroinflammation.",Allocation : Non-Randomized Intervention Model : Parallel Assignment Masking : None (Open Label) Primary Purpose : Diagnostic,Iii,Registry Only,1,0,1,0,2,3.0,0,0,0,0,0,0,0,0,0,,2,12,4,2,0,2,22,SAFETY,0,0,0,0
CNS: Amyotrophic Lateral Sclerosis,0,A Phase 2 Open Label Trial of 3K3A-APC in Amyotrophic Lateral Sclerosis,Cns,https://clinicalintelligence.citeline.com/trials/details/387398?qId=da896876-a29f-4f89-8e03-cde11c10782a,ACTRN12621000864820 NCT05039268 TrialTroveID-387398 ZZ-3K3A-202,Completed,Amyotrophic Lateral Sclerosis; Motor Neuron Disease; Sclerosis,387398,efficacy; multiple arm; open label; safety,"To Use An Escalating Acute Dose Regimen Of 3K3A-Apc In Patients To Determine Safety And Tolerability Examine Several Biomarkers Of Disease Activity Pet Imaging To Determine Whether Microglial Activation Can Be Modulated With Imaging At Baseline, Day 3, Day 7 And Day 14 Other Bio-Markers Of Microglial/Monocyte Activation Will Be Assayed To Investigate Whether A Novel Therapy Named 3K3A-Apc Is Safe And Potentially Effective In Patients With Amyotrophic Lateral Sclerosis (Als).","Study Type: Interventional (Clinical Trial) Allocation: Non-Randomized Intervention Model: Sequential Assignment Masking: None (Open Label) Primary Purpose: Treatment An Efficacy, Multiple Arm, Safety And Tolerability Study.",Ii,Trialtrove,1,1,1,1,4,2.0,0,0,0,0,0,0,0,0,0,"Completed, Outcome indeterminate",2,15,0,6,0,0,23,SAFETY,0,0,0,1
Unassigned,0,"A Single Center, Open Label Study to Evaluate Biodistribution, Pharmacokinetics and Safety of [89Zr]Zr-DFO-AP-101 PET (Positron Emission Tomography) in Healthy Volunteers and Amyotrophic Lateral Sclerosis (ALS) Patients",Unassigned,https://clinicalintelligence.citeline.com/trials/details/480013?qId=da896876-a29f-4f89-8e03-cde11c10782a,2024-5148 NCT05974579,Open,Amyotrophic Lateral Sclerosis; Motor Neuron Disease; Sclerosis,480013,,"Amyotrophic Lateral Sclerosis (Als), Also Known As Lou Gehrig'S Disease, Is A Rare Neurodegenerative Disease Resulting In Loss, Primarily, Of The Motor Neurons In The Motor Cortex, Brainstem And Spinal Cord. It Currently Affects 3 Of Every 100,000 People In The Us. Currently, There Is No Diagnostic Tool For Als, Resulting In Misdiagnosis And Significant Disease Progression Before Formal Diagnosis. An Imaging Test For Early Detection Of Als And For Monitoring Disease Progression Would Have Significant Diagnostic And Prognostic Value. Pet Imaging With An Appropriate Radiotracer Has Great Potential As A Biomarker For Als Given That It Would Permit Visualization Of Central Nervous System (Cns) Pathology In Individuals Living With The Disease. To That Extent, The Primary Goal Of This Phase I Study Is Evaluating The Safety And Biodistribution Of The New Tracer [89Zr]Zr-Dfo-Ap-101 In Healthy Volunteers And Als Patients.","Allocation : Non-Randomized Intervention Model : Parallel Assignment Intervention Model Description : Two Groups Will Be Enrolled: 8 Healthy Subjects And 4 Patients With Als This Is Non-Randomized, All Participants Will Receive The Same Dose Of Radiotracer Masking : None (Open Label) Primary Purpose : Diagnostic",I,Registry Only,0,0,1,1,2,1.0,0,0,0,0,0,0,0,0,0,,1,11,0,2,0,5,19,SAFETY,0,0,0,0
CNS: Dementia (non-Alzheimer's),0,A 24-month Randomised Parallel Group Single-blinded Multi-centre Phase 1 Pilot Study of AADvac1 in Patients With Non Fluent Primary Progressive Aphasia,Cns,https://clinicalintelligence.citeline.com/trials/details/302891?qId=da896876-a29f-4f89-8e03-cde11c10782a,AC-TP-001 AIDA EudraCT Number: 2017-000643-41 NCT03174886 TrialTroveID-302891,Completed,"Aphasia; Aphasia, Broca; Aphasia, Primary Progressive; Dementia; Frontotemporal Dementia; Pick Disease of the Brain; Primary Progressive Nonfluent Aphasia",302891,double blind/blinded; efficacy; immunogenicity; multiple arm; randomized; safety,To Evaluate The Safety And Immunogenicity Of Aadvac1 In Patients With The Non-Fluent Variant Of Primary Progressive Aphasia.,"Study Type: Interventional Study Design: Allocation: Randomized Intervention Model: Parallel Assignment Intervention Model Description: Patients Will Be Allocated To One Of Two Dosage Strengths Of Aadvac1. No Placebo Is Used. No Active Comparator Is Used. Masking: Single (Participant) Masking Description: Patients Are Unaware Of The Dosage Strength They Are Receiving. The Aadvac1 Vials Are Numbered, And The Coding Unknown To The Patient. The Investigator Handles The Vaccine Vials And Administers The Imp. Primary Purpose: Treatment A 24-Month, Multi-Centre, Pilot, Safety, Efficacy, Multiple Arm And Immunogenicity Study",I,Trialtrove,1,1,1,1,4,9.0,0,0,0,0,0,0,0,0,0,"Completed, Outcome unknown",7,15,6,5,0,1,34,SAFETY,0,0,0,1
CNS: Parkinson's Disease,0,A Phase I /II Study of Intra-Putaminal Infusion of Adeno-Associated Virus Encoding Human Aromatic L-Amino Acid Decarboxylase in Subjects with Parkinson's Disease,Cns,https://clinicalintelligence.citeline.com/trials/details/219951?qId=da896876-a29f-4f89-8e03-cde11c10782a,JMU-AAV-AADC-PD NCT02418598 TrialTroveID-219951 UMIN000017377,Terminated,Amyotrophic Lateral Sclerosis; Parkinson Disease,219951,efficacy; multiple arm; open label; safety,"To Evaluate The Safety, Efficacy Of Intra-Putaminal Infusion Of Aav-Haadc-2 (Adeno-Associated Virus Encoding Human Aromatic L-Amino Acid Decarboxylase) By Stereotaxic Surgery In Patients With Advanced Parkinson'S Disease. Basic Objectives: Safety, Efficacy Outcome Measures: Data And Safety Monitoring Board (Dsmb) Will Be Evaluated The Safety And Efficacy Of All Subjects At 6 Months Later Assessment In Low Dose Cohort. At The Time Of 6 Months After The Infusion, Investigator Assesses The Treatment Effect Of Aav-Haadc-2 On The Basis Of Subject Diaries, Clinical Assessment And Levodopa Requirement Dosage. At The Same Time, Investigator Assesses A Relationship Between The Dose Of Aav-Haadc-2 Infused And The Amount Of Intra-Putaminal Expression By Fmt-Pet Imaging. The Investigator Also Assesses The Safety For 5 Years After The Baseline Examination.","Study Type: Interventional (Clinical Trial) Allocation: Non-Randomized Intervention Model: Single Group Assignment Masking: None (Open Label) Primary Purpose: Treatment A Multiple Arm, Exploratory, Safety, Pragmatic And Efficacy Study.",Iii,Trialtrove,0,0,1,1,2,1.0,0,0,0,0,0,0,0,0,0,"Terminated, Other",2,12,0,1,0,0,15,SAFETY,0,0,1,0
CNS: Amyotrophic Lateral Sclerosis,1,Randomised Double blind placebo controlled phase 3 trial of Triumeq in Amyotrophic Lateral Sclerosis,Cns,https://clinicalintelligence.citeline.com/trials/details/364543?qId=da896876-a29f-4f89-8e03-cde11c10782a,EudraCT Number: 2020-005069-15 ISRCTN88446415 Lighthouse 2 LIGHTHOUSE 2 Lighthouse II LIGHTHOUSE II LIGHTHOUSEII NCT05193994 NL77109.041.21 TrialTroveID-364543,Open,Amyotrophic Lateral Sclerosis; Motor Neuron Disease; Sclerosis,364543,double blind/blinded; efficacy; multiple arm; placebo control; randomized; safety,"To Evaluate The Safety And Efficacy Of Triumeq In Patients With Amyotrophic Lateral Sclerosis. To Determine Whether Triumeq Is Effective At Delaying The Progression Of Als, And Whether It Is Safe And Well-Tolerated In Patients With Als","A Phase Iii, Randomized, Double Blind, Parallel Group, Placebo-Controlled,Multi-Centre,Tolerability, Safety, Efficacy And Interventional Study.",Iii,Trialtrove,1,1,1,1,4,1.0,0,0,0,0,0,0,0,0,0,,9,16,6,8,12,0,51,SAFETY,0,0,0,0
